gen,sid,seed,u_star,realized_improvement,realized_harm
motiongpt,005445,20376608,0.0,0.0,0
motiongpt,005445,20376609,0.25,-0.025,0
motiongpt,005445,20376610,0.0,0.0,0
motiongpt,005504,20377608,0.0,0.0,0
motiongpt,005504,20377609,0.0,0.0,0
motiongpt,005504,20377610,0.0,0.0,0
motiongpt,005531,20379608,0.0,0.0,0
motiongpt,005531,20379609,0.25,-0.0809,0
motiongpt,005531,20379610,0.0,0.0,0
motiongpt,005537,20380608,0.25,0.1846,0
motiongpt,005537,20380609,0.25,0.2567,0
motiongpt,005537,20380610,0.25,0.2567,0
motiongpt,005712,20383608,1.0,-0.4844,1
motiongpt,005712,20383609,1.0,-0.5185,1
motiongpt,005712,20383610,1.0,-0.4844,1
motiongpt,005751,20384608,1.0,-0.204,1
motiongpt,005751,20384609,1.0,-0.1615,1
motiongpt,005751,20384610,1.0,-0.238,1
motiongpt,005933,20389608,1.0,-0.0773,0
motiongpt,005933,20389609,1.0,-0.0773,0
motiongpt,005933,20389610,1.0,-0.0773,0
motiongpt,006089,20392608,0.0,0.0,0
motiongpt,006089,20392609,0.0,0.0,0
motiongpt,006089,20392610,0.0,0.0,0
motiongpt,006106,20393608,1.0,-1.9742,1
motiongpt,006106,20393609,1.0,-1.9742,1
motiongpt,006106,20393610,0.25,-0.0735,0
motiongpt,006185,20396608,0.0,0.0,0
motiongpt,006185,20396609,0.0,0.0,0
motiongpt,006185,20396610,0.0,0.0,0
motiongpt,006236,20397608,0.25,-0.0596,0
motiongpt,006236,20397609,0.75,0.1092,0
motiongpt,006236,20397610,1.0,0.1494,0
motiongpt,006371,20399608,0.0,0.0,0
motiongpt,006371,20399609,0.0,0.0,0
motiongpt,006371,20399610,0.0,0.0,0
motiongpt,006442,20403608,0.0,0.0,0
motiongpt,006442,20403609,0.0,0.0,0
motiongpt,006442,20403610,0.0,0.0,0
motiongpt,006477,20404608,0.25,0.1034,0
motiongpt,006477,20404609,0.25,0.1034,0
motiongpt,006477,20404610,0.25,0.1034,0
motiongpt,006568,20406608,0.0,0.0,0
motiongpt,006568,20406609,0.0,0.0,0
motiongpt,006568,20406610,0.0,0.0,0
motiongpt,006620,20407608,0.0,0.0,0
motiongpt,006620,20407609,1.0,-0.0485,0
motiongpt,006620,20407610,0.0,0.0,0
motiongpt,006631,20408608,0.0,0.0,0
motiongpt,006631,20408609,0.5,0.3228,0
motiongpt,006631,20408610,0.5,0.3228,0
motiongpt,006652,20409608,0.75,-0.0125,0
motiongpt,006652,20409609,0.75,0.0373,0
motiongpt,006652,20409610,0.75,0.0373,0
motiongpt,006987,20417608,1.0,0.104,0
motiongpt,006987,20417609,0.5,0.0392,0
motiongpt,006987,20417610,0.0,0.0,0
motiongpt,007097,20418608,0.0,0.0,0
motiongpt,007097,20418609,0.0,0.0,0
motiongpt,007097,20418610,0.0,0.0,0
motiongpt,007409,20421608,1.0,-0.2107,1
motiongpt,007409,20421609,0.0,0.0,0
motiongpt,007409,20421610,0.5,0.1928,0
motiongpt,007459,20422608,0.0,0.0,0
motiongpt,007459,20422609,0.0,0.0,0
motiongpt,007459,20422610,0.0,0.0,0
motiongpt,007540,20423608,0.0,0.0,0
motiongpt,007540,20423609,0.0,0.0,0
motiongpt,007540,20423610,0.0,0.0,0
motiongpt,007695,20427608,0.0,0.0,0
motiongpt,007695,20427609,0.0,0.0,0
motiongpt,007695,20427610,0.25,0.1659,0
motiongpt,007742,20429608,0.0,0.0,0
motiongpt,007742,20429609,0.0,0.0,0
motiongpt,007742,20429610,0.0,0.0,0
motiongpt,008069,20432608,0.0,0.0,0
motiongpt,008069,20432609,0.0,0.0,0
motiongpt,008069,20432610,0.0,0.0,0
motiongpt,008087,20433608,0.0,0.0,0
motiongpt,008087,20433609,0.0,0.0,0
motiongpt,008087,20433610,0.0,0.0,0
motiongpt,008159,20438608,0.0,0.0,0
motiongpt,008159,20438609,1.0,-0.2398,1
motiongpt,008159,20438610,0.25,-0.1393,1
motiongpt,008315,20439608,0.0,0.0,0
motiongpt,008315,20439609,0.0,0.0,0
motiongpt,008315,20439610,0.5,0.1696,0
motiongpt,008349,20441608,0.0,0.0,0
motiongpt,008349,20441609,0.0,0.0,0
motiongpt,008349,20441610,0.0,0.0,0
motiongpt,008382,20442608,0.0,0.0,0
motiongpt,008382,20442609,0.0,0.0,0
motiongpt,008382,20442610,0.0,0.0,0
motiongpt,008517,20444608,0.0,0.0,0
motiongpt,008517,20444609,0.0,0.0,0
motiongpt,008517,20444610,0.0,0.0,0
motiongpt,008775,20448608,0.0,0.0,0
motiongpt,008775,20448609,0.0,0.0,0
motiongpt,008775,20448610,0.0,0.0,0
motiongpt,008936,20453608,0.5,-0.0761,0
motiongpt,008936,20453609,0.0,0.0,0
motiongpt,008936,20453610,0.5,-0.0761,0
motiongpt,009351,20456608,0.0,0.0,0
motiongpt,009351,20456609,0.0,0.0,0
motiongpt,009351,20456610,0.5,0.1427,0
motiongpt,009410,20458608,0.0,0.0,0
motiongpt,009410,20458609,0.0,0.0,0
motiongpt,009410,20458610,0.0,0.0,0
motiongpt,009443,20459608,1.0,-0.0194,0
motiongpt,009443,20459609,1.0,0.0098,0
motiongpt,009443,20459610,0.75,0.1759,0
motiongpt,009449,20460608,0.0,0.0,0
motiongpt,009449,20460609,1.0,-0.0078,0
motiongpt,009449,20460610,0.0,0.0,0
motiongpt,009562,20461608,1.0,0.0267,0
motiongpt,009562,20461609,1.0,0.0267,0
motiongpt,009562,20461610,1.0,0.0267,0
motiongpt,009710,20462608,0.0,0.0,0
motiongpt,009710,20462609,0.25,-0.0037,0
motiongpt,009710,20462610,0.0,0.0,0
motiongpt,009749,20465608,0.0,0.0,0
motiongpt,009749,20465609,0.0,0.0,0
motiongpt,009749,20465610,0.5,0.0032,0
motiongpt,009762,20466608,0.0,0.0,0
motiongpt,009762,20466609,0.0,0.0,0
motiongpt,009762,20466610,0.0,0.0,0
motiongpt,009776,20467608,0.0,0.0,0
motiongpt,009776,20467609,0.0,0.0,0
motiongpt,009776,20467610,0.0,0.0,0
motiongpt,009924,20468608,0.0,0.0,0
motiongpt,009924,20468609,0.0,0.0,0
motiongpt,009924,20468610,1.0,0.7773,0
motiongpt,010076,20473608,0.25,0.1254,0
motiongpt,010076,20473609,0.0,0.0,0
motiongpt,010076,20473610,0.25,0.1391,0
motiongpt,010116,20474608,0.0,0.0,0
motiongpt,010116,20474609,0.0,0.0,0
motiongpt,010116,20474610,0.0,0.0,0
motiongpt,010135,20475608,0.0,0.0,0
motiongpt,010135,20475609,0.0,0.0,0
motiongpt,010135,20475610,0.0,0.0,0
motiongpt,010142,20476608,0.0,0.0,0
motiongpt,010142,20476609,0.0,0.0,0
motiongpt,010142,20476610,0.0,0.0,0
motiongpt,010226,20480608,0.0,0.0,0
motiongpt,010226,20480609,0.0,0.0,0
motiongpt,010226,20480610,0.0,0.0,0
motiongpt,010248,20481608,1.0,0.2555,0
motiongpt,010248,20481609,0.5,0.4489,0
motiongpt,010248,20481610,1.0,0.2555,0
motiongpt,010254,20482608,0.75,-0.1127,1
motiongpt,010254,20482609,1.0,0.1314,0
motiongpt,010254,20482610,1.0,0.6603,0
motiongpt,010447,20486608,0.5,0.0042,0
motiongpt,010447,20486609,1.0,-0.1516,1
motiongpt,010447,20486610,0.5,0.0042,0
motiongpt,010557,20488608,0.0,0.0,0
motiongpt,010557,20488609,0.0,0.0,0
motiongpt,010557,20488610,0.0,0.0,0
motiongpt,010617,20490608,1.0,-0.0059,0
motiongpt,010617,20490609,0.0,0.0,0
motiongpt,010617,20490610,1.0,0.0856,0
motiongpt,010843,20493608,1.0,0.102,0
motiongpt,010843,20493609,1.0,0.0937,0
motiongpt,010843,20493610,1.0,0.0329,0
motiongpt,010938,20494608,1.0,0.187,0
motiongpt,010938,20494609,1.0,0.187,0
motiongpt,010938,20494610,1.0,-0.0438,0
motiongpt,010945,20495608,0.5,-0.8173,1
motiongpt,010945,20495609,0.5,-0.8159,1
motiongpt,010945,20495610,0.25,-0.2141,1
motiongpt,010956,20496608,1.0,0.4138,0
motiongpt,010956,20496609,1.0,0.5024,0
motiongpt,010956,20496610,1.0,0.4138,0
motiongpt,011223,20499608,0.0,0.0,0
motiongpt,011223,20499609,0.0,0.0,0
motiongpt,011223,20499610,1.0,0.2762,0
motiongpt,011284,20500608,0.25,-0.0162,0
motiongpt,011284,20500609,0.25,-0.0162,0
motiongpt,011284,20500610,0.25,-0.0162,0
motiongpt,011340,20501608,0.0,0.0,0
motiongpt,011340,20501609,0.0,0.0,0
motiongpt,011340,20501610,0.0,0.0,0
motiongpt,011397,20502608,0.0,0.0,0
motiongpt,011397,20502609,0.0,0.0,0
motiongpt,011397,20502610,0.0,0.0,0
motiongpt,011402,20503608,0.0,0.0,0
motiongpt,011402,20503609,0.0,0.0,0
motiongpt,011402,20503610,0.0,0.0,0
motiongpt,011643,20504608,1.0,0.1935,0
motiongpt,011643,20504609,0.5,0.0028,0
motiongpt,011643,20504610,1.0,0.153,0
motiongpt,011797,20507608,1.0,-0.0492,0
motiongpt,011797,20507609,1.0,-0.1244,1
motiongpt,011797,20507610,1.0,-0.0328,0
motiongpt,011806,20509608,0.0,0.0,0
motiongpt,011806,20509609,0.0,0.0,0
motiongpt,011806,20509610,0.25,-0.0081,0
motiongpt,011823,20510608,0.0,0.0,0
motiongpt,011823,20510609,0.0,0.0,0
motiongpt,011823,20510610,0.75,0.2249,0
motiongpt,012219,20512608,0.25,0.0408,0
motiongpt,012219,20512609,0.25,0.0408,0
motiongpt,012219,20512610,0.25,0.0408,0
motiongpt,012355,20514608,0.5,0.1277,0
motiongpt,012355,20514609,0.0,0.0,0
motiongpt,012355,20514610,0.0,0.0,0
motiongpt,012388,20515608,0.0,0.0,0
motiongpt,012388,20515609,0.0,0.0,0
motiongpt,012388,20515610,0.0,0.0,0
motiongpt,012400,20516608,0.25,-0.0164,0
motiongpt,012400,20516609,0.0,0.0,0
motiongpt,012400,20516610,0.0,0.0,0
motiongpt,012595,20521608,0.0,0.0,0
motiongpt,012595,20521609,0.0,0.0,0
motiongpt,012595,20521610,0.5,0.0554,0
motiongpt,012691,20524608,0.25,-0.0962,0
motiongpt,012691,20524609,0.25,-0.0962,0
motiongpt,012691,20524610,0.0,0.0,0
motiongpt,012903,20525608,0.0,0.0,0
motiongpt,012903,20525609,0.0,0.0,0
motiongpt,012903,20525610,0.0,0.0,0
motiongpt,012956,20526608,0.0,0.0,0
motiongpt,012956,20526609,0.0,0.0,0
motiongpt,012956,20526610,0.0,0.0,0
motiongpt,012985,20528608,0.0,0.0,0
motiongpt,012985,20528609,0.0,0.0,0
motiongpt,012985,20528610,0.0,0.0,0
motiongpt,013000,20529608,0.0,0.0,0
motiongpt,013000,20529609,0.0,0.0,0
motiongpt,013000,20529610,0.0,0.0,0
motiongpt,013112,20531608,0.5,-0.0683,0
motiongpt,013112,20531609,0.5,-0.0683,0
motiongpt,013112,20531610,0.5,-0.0683,0
motiongpt,013130,20532608,0.0,0.0,0
motiongpt,013130,20532609,1.0,-1.3101,1
motiongpt,013130,20532610,0.0,0.0,0
motiongpt,013174,20533608,0.0,0.0,0
motiongpt,013174,20533609,0.0,0.0,0
motiongpt,013174,20533610,0.0,0.0,0
motiongpt,013190,20534608,0.0,0.0,0
motiongpt,013190,20534609,0.0,0.0,0
motiongpt,013190,20534610,0.0,0.0,0
motiongpt,013253,20537608,1.0,0.0203,0
motiongpt,013253,20537609,0.5,0.1976,0
motiongpt,013253,20537610,0.0,0.0,0
motiongpt,013558,20541608,0.0,0.0,0
motiongpt,013558,20541609,0.0,0.0,0
motiongpt,013558,20541610,0.0,0.0,0
motiongpt,013573,20542608,0.0,0.0,0
motiongpt,013573,20542609,0.0,0.0,0
motiongpt,013573,20542610,0.0,0.0,0
motiongpt,013608,20543608,0.0,0.0,0
motiongpt,013608,20543609,0.0,0.0,0
motiongpt,013608,20543610,0.0,0.0,0
motiongpt,013806,20545608,0.0,0.0,0
motiongpt,013806,20545609,0.0,0.0,0
motiongpt,013806,20545610,0.0,0.0,0
motiongpt,013949,20546608,0.5,-0.0162,0
motiongpt,013949,20546609,0.0,0.0,0
motiongpt,013949,20546610,0.0,0.0,0
motiongpt,014002,20547608,0.5,0.0115,0
motiongpt,014002,20547609,0.5,0.0902,0
motiongpt,014002,20547610,0.5,0.0902,0
motiongpt,014171,20549608,0.0,0.0,0
motiongpt,014171,20549609,0.0,0.0,0
motiongpt,014171,20549610,0.0,0.0,0
motiongpt,014192,20550608,0.0,0.0,0
motiongpt,014192,20550609,0.0,0.0,0
motiongpt,014192,20550610,0.0,0.0,0
motiongpt,014395,20555608,0.0,0.0,0
motiongpt,014395,20555609,1.0,-0.0653,0
motiongpt,014395,20555610,1.0,-0.0653,0
motiongpt,014416,20556608,0.25,0.0016,0
motiongpt,014416,20556609,0.25,0.0016,0
motiongpt,014416,20556610,0.0,0.0,0
motiongpt,014506,20557608,1.0,-0.8031,1
motiongpt,014506,20557609,1.0,-0.8031,1
motiongpt,014506,20557610,0.0,0.0,0
motiongpt,014565,20558608,0.0,0.0,0
motiongpt,014565,20558609,0.0,0.0,0
motiongpt,014565,20558610,0.0,0.0,0
momask,000067,20261608,0.0,0.0,0
momask,000067,20261609,0.0,0.0,0
momask,000067,20261610,0.0,0.0,0
momask,000073,20262608,0.0,0.0,0
momask,000073,20262609,0.0,0.0,0
momask,000073,20262610,0.0,0.0,0
momask,000160,20264608,0.0,0.0,0
momask,000160,20264609,0.0,0.0,0
momask,000160,20264610,0.0,0.0,0
momask,000246,20265608,0.0,0.0,0
momask,000246,20265609,0.0,0.0,0
momask,000246,20265610,0.0,0.0,0
momask,000304,20268608,1.0,0.4043,0
momask,000304,20268609,1.0,0.4858,0
momask,000304,20268610,1.0,0.5828,0
momask,000374,20269608,0.0,0.0,0
momask,000374,20269609,0.0,0.0,0
momask,000374,20269610,0.0,0.0,0
momask,000486,20271608,0.0,0.0,0
momask,000486,20271609,0.0,0.0,0
momask,000486,20271610,0.0,0.0,0
momask,000629,20272608,0.0,0.0,0
momask,000629,20272609,0.0,0.0,0
momask,000629,20272610,0.0,0.0,0
momask,000710,20276608,0.0,0.0,0
momask,000710,20276609,0.0,0.0,0
momask,000710,20276610,0.0,0.0,0
momask,000904,20280608,0.0,0.0,0
momask,000904,20280609,0.0,0.0,0
momask,000904,20280610,0.0,0.0,0
momask,001152,20281608,0.0,0.0,0
momask,001152,20281609,0.0,0.0,0
momask,001152,20281610,0.0,0.0,0
momask,001249,20284608,0.0,0.0,0
momask,001249,20284609,0.0,0.0,0
momask,001249,20284610,0.25,0.0412,0
momask,001270,20285608,0.0,0.0,0
momask,001270,20285609,0.75,-4.4214,1
momask,001270,20285610,0.0,0.0,0
momask,001614,20288608,0.0,0.0,0
momask,001614,20288609,0.0,0.0,0
momask,001614,20288610,0.0,0.0,0
momask,001617,20289608,0.0,0.0,0
momask,001617,20289609,0.0,0.0,0
momask,001617,20289610,0.0,0.0,0
momask,001759,20291608,0.0,0.0,0
momask,001759,20291609,0.0,0.0,0
momask,001759,20291610,0.25,0.2857,0
momask,001801,20292608,0.0,0.0,0
momask,001801,20292609,0.0,0.0,0
momask,001801,20292610,0.0,0.0,0
momask,001808,20293608,0.0,0.0,0
momask,001808,20293609,0.0,0.0,0
momask,001808,20293610,0.0,0.0,0
momask,001888,20294608,0.0,0.0,0
momask,001888,20294609,0.0,0.0,0
momask,001888,20294610,0.0,0.0,0
momask,001976,20295608,1.0,0.5003,0
momask,001976,20295609,0.5,0.124,0
momask,001976,20295610,1.0,0.285,0
momask,002192,20298608,0.0,0.0,0
momask,002192,20298609,0.0,0.0,0
momask,002192,20298610,0.0,0.0,0
momask,002522,20303608,0.0,0.0,0
momask,002522,20303609,0.0,0.0,0
momask,002522,20303610,0.0,0.0,0
momask,002661,20308608,0.0,0.0,0
momask,002661,20308609,0.0,0.0,0
momask,002661,20308610,0.0,0.0,0
momask,002761,20310608,0.0,0.0,0
momask,002761,20310609,0.0,0.0,0
momask,002761,20310610,0.25,-0.0716,0
momask,002781,20312608,0.0,0.0,0
momask,002781,20312609,0.0,0.0,0
momask,002781,20312610,0.0,0.0,0
momask,003020,20316608,0.0,0.0,0
momask,003020,20316609,0.0,0.0,0
momask,003020,20316610,0.0,0.0,0
momask,003171,20317608,0.0,0.0,0
momask,003171,20317609,0.0,0.0,0
momask,003171,20317610,0.0,0.0,0
momask,003224,20319608,0.0,0.0,0
momask,003224,20319609,0.0,0.0,0
momask,003224,20319610,0.0,0.0,0
momask,003423,20323608,1.0,1.303,0
momask,003423,20323609,0.0,0.0,0
momask,003423,20323610,1.0,0.8668,0
momask,003481,20324608,0.0,0.0,0
momask,003481,20324609,0.0,0.0,0
momask,003481,20324610,0.0,0.0,0
momask,003539,20326608,0.0,0.0,0
momask,003539,20326609,0.0,0.0,0
momask,003539,20326610,0.0,0.0,0
momask,003638,20328608,0.0,0.0,0
momask,003638,20328609,0.25,0.1073,0
momask,003638,20328610,0.0,0.0,0
momask,003771,20330608,0.0,0.0,0
momask,003771,20330609,0.0,0.0,0
momask,003771,20330610,0.0,0.0,0
momask,003814,20331608,0.0,0.0,0
momask,003814,20331609,0.0,0.0,0
momask,003814,20331610,0.0,0.0,0
momask,003831,20333608,0.0,0.0,0
momask,003831,20333609,0.0,0.0,0
momask,003831,20333610,0.0,0.0,0
momask,003942,20335608,0.0,0.0,0
momask,003942,20335609,1.0,-0.911,1
momask,003942,20335610,0.0,0.0,0
momask,003962,20336608,0.0,0.0,0
momask,003962,20336609,0.0,0.0,0
momask,003962,20336610,0.25,-0.0578,0
momask,004037,20337608,0.0,0.0,0
momask,004037,20337609,0.0,0.0,0
momask,004037,20337610,0.0,0.0,0
momask,004063,20338608,0.0,0.0,0
momask,004063,20338609,0.0,0.0,0
momask,004063,20338610,0.0,0.0,0
momask,004117,20340608,0.0,0.0,0
momask,004117,20340609,0.0,0.0,0
momask,004117,20340610,0.0,0.0,0
momask,004293,20345608,0.0,0.0,0
momask,004293,20345609,0.5,0.1342,0
momask,004293,20345610,0.5,0.1178,0
momask,004320,20347608,0.5,-0.4403,1
momask,004320,20347609,0.5,-0.3315,1
momask,004320,20347610,0.0,0.0,0
momask,004350,20348608,0.0,0.0,0
momask,004350,20348609,0.0,0.0,0
momask,004350,20348610,0.0,0.0,0
momask,004438,20350608,0.25,-0.0232,0
momask,004438,20350609,0.0,0.0,0
momask,004438,20350610,0.0,0.0,0
momask,004518,20352608,0.0,0.0,0
momask,004518,20352609,0.0,0.0,0
momask,004518,20352610,0.0,0.0,0
momask,004601,20353608,1.0,-0.057,0
momask,004601,20353609,1.0,-0.3479,1
momask,004601,20353610,1.0,0.3396,0
momask,004645,20355608,0.0,0.0,0
momask,004645,20355609,0.0,0.0,0
momask,004645,20355610,0.0,0.0,0
momask,004724,20359608,1.0,0.4551,0
momask,004724,20359609,0.0,0.0,0
momask,004724,20359610,1.0,1.1433,0
momask,004733,20360608,0.0,0.0,0
momask,004733,20360609,0.0,0.0,0
momask,004733,20360610,1.0,0.0466,0
momask,004852,20362608,0.0,0.0,0
momask,004852,20362609,0.0,0.0,0
momask,004852,20362610,0.0,0.0,0
momask,004854,20363608,0.0,0.0,0
momask,004854,20363609,0.0,0.0,0
momask,004854,20363610,0.0,0.0,0
momask,004864,20364608,0.0,0.0,0
momask,004864,20364609,0.0,0.0,0
momask,004864,20364610,0.0,0.0,0
momask,004870,20365608,0.0,0.0,0
momask,004870,20365609,0.0,0.0,0
momask,004870,20365610,0.0,0.0,0
momask,004975,20367608,1.0,-0.6177,1
momask,004975,20367609,1.0,-1.2541,1
momask,004975,20367610,0.0,0.0,0
momask,005087,20372608,0.0,0.0,0
momask,005087,20372609,0.0,0.0,0
momask,005087,20372610,0.0,0.0,0
momask,005278,20374608,0.75,0.553,0
momask,005278,20374609,0.5,0.3681,0
momask,005278,20374610,0.5,0.1386,0
momask,005445,20376608,0.0,0.0,0
momask,005445,20376609,0.0,0.0,0
momask,005445,20376610,0.0,0.0,0
momask,005504,20377608,0.0,0.0,0
momask,005504,20377609,0.0,0.0,0
momask,005504,20377610,0.0,0.0,0
momask,005531,20379608,0.0,0.0,0
momask,005531,20379609,0.0,0.0,0
momask,005531,20379610,0.0,0.0,0
momask,005537,20380608,0.25,0.1514,0
momask,005537,20380609,0.25,0.4295,0
momask,005537,20380610,0.25,0.0651,0
momask,005712,20383608,1.0,0.0418,0
momask,005712,20383609,1.0,0.0759,0
momask,005712,20383610,1.0,-0.0703,0
momask,005751,20384608,1.0,-0.0345,0
momask,005751,20384609,1.0,0.0229,0
momask,005751,20384610,1.0,-0.1968,1
momask,005933,20389608,1.0,-0.086,0
momask,005933,20389609,0.0,0.0,0
momask,005933,20389610,0.0,0.0,0
momask,006089,20392608,0.0,0.0,0
momask,006089,20392609,0.0,0.0,0
momask,006089,20392610,0.0,0.0,0
momask,006106,20393608,0.0,0.0,0
momask,006106,20393609,1.0,-0.0596,0
momask,006106,20393610,0.25,-0.0395,0
momask,006185,20396608,0.0,0.0,0
momask,006185,20396609,0.0,0.0,0
momask,006185,20396610,0.0,0.0,0
momask,006236,20397608,0.75,-0.1983,1
momask,006236,20397609,1.0,0.0312,0
momask,006236,20397610,0.0,0.0,0
momask,006371,20399608,0.0,0.0,0
momask,006371,20399609,0.0,0.0,0
momask,006371,20399610,0.0,0.0,0
momask,006442,20403608,1.0,0.9124,0
momask,006442,20403609,1.0,-0.1306,1
momask,006442,20403610,1.0,0.228,0
momask,006477,20404608,0.0,0.0,0
momask,006477,20404609,0.0,0.0,0
momask,006477,20404610,0.0,0.0,0
momask,006568,20406608,0.0,0.0,0
momask,006568,20406609,1.0,0.5673,0
momask,006568,20406610,0.0,0.0,0
momask,006620,20407608,0.0,0.0,0
momask,006620,20407609,0.0,0.0,0
momask,006620,20407610,0.0,0.0,0
momask,006631,20408608,0.0,0.0,0
momask,006631,20408609,0.0,0.0,0
momask,006631,20408610,0.0,0.0,0
momask,006652,20409608,1.0,-0.0836,0
momask,006652,20409609,1.0,-0.0264,0
momask,006652,20409610,1.0,-0.1252,1
momask,006987,20417608,0.25,0.0011,0
momask,006987,20417609,0.0,0.0,0
momask,006987,20417610,0.0,0.0,0
momask,007097,20418608,0.0,0.0,0
momask,007097,20418609,0.0,0.0,0
momask,007097,20418610,0.0,0.0,0
momask,007409,20421608,1.0,0.0337,0
momask,007409,20421609,1.0,0.3337,0
momask,007409,20421610,0.0,0.0,0
momask,007459,20422608,0.0,0.0,0
momask,007459,20422609,0.0,0.0,0
momask,007459,20422610,0.0,0.0,0
momask,007540,20423608,0.25,0.0021,0
momask,007540,20423609,0.0,0.0,0
momask,007540,20423610,0.25,0.012,0
momask,007695,20427608,0.0,0.0,0
momask,007695,20427609,0.0,0.0,0
momask,007695,20427610,0.0,0.0,0
momask,007742,20429608,0.0,0.0,0
momask,007742,20429609,0.0,0.0,0
momask,007742,20429610,0.0,0.0,0
momask,008069,20432608,0.0,0.0,0
momask,008069,20432609,0.0,0.0,0
momask,008069,20432610,0.0,0.0,0
momask,008087,20433608,0.0,0.0,0
momask,008087,20433609,0.0,0.0,0
momask,008087,20433610,0.25,0.0128,0
momask,008159,20438608,0.0,0.0,0
momask,008159,20438609,0.0,0.0,0
momask,008159,20438610,0.0,0.0,0
momask,008315,20439608,0.0,0.0,0
momask,008315,20439609,0.0,0.0,0
momask,008315,20439610,0.0,0.0,0
momask,008349,20441608,0.0,0.0,0
momask,008349,20441609,0.0,0.0,0
momask,008349,20441610,0.0,0.0,0
momask,008382,20442608,0.0,0.0,0
momask,008382,20442609,1.0,0.0614,0
momask,008382,20442610,1.0,0.0562,0
momask,008517,20444608,0.0,0.0,0
momask,008517,20444609,0.0,0.0,0
momask,008517,20444610,0.0,0.0,0
momask,008775,20448608,0.0,0.0,0
momask,008775,20448609,0.0,0.0,0
momask,008775,20448610,0.0,0.0,0
momask,008936,20453608,0.0,0.0,0
momask,008936,20453609,0.0,0.0,0
momask,008936,20453610,0.0,0.0,0
momask,009351,20456608,0.0,0.0,0
momask,009351,20456609,0.25,-0.0298,0
momask,009351,20456610,0.25,-0.0348,0
momask,009410,20458608,0.0,0.0,0
momask,009410,20458609,0.0,0.0,0
momask,009410,20458610,0.0,0.0,0
momask,009443,20459608,1.0,-0.0662,0
momask,009443,20459609,0.25,0.0073,0
momask,009443,20459610,1.0,0.0413,0
momask,009449,20460608,0.0,0.0,0
momask,009449,20460609,0.0,0.0,0
momask,009449,20460610,0.0,0.0,0
momask,009562,20461608,0.25,-0.0159,0
momask,009562,20461609,1.0,-0.0009,0
momask,009562,20461610,0.0,0.0,0
momask,009710,20462608,1.0,0.0266,0
momask,009710,20462609,1.0,0.0281,0
momask,009710,20462610,1.0,-0.0025,0
momask,009749,20465608,0.0,0.0,0
momask,009749,20465609,0.0,0.0,0
momask,009749,20465610,0.0,0.0,0
momask,009762,20466608,0.0,0.0,0
momask,009762,20466609,0.0,0.0,0
momask,009762,20466610,0.0,0.0,0
momask,009776,20467608,0.0,0.0,0
momask,009776,20467609,0.0,0.0,0
momask,009776,20467610,0.25,-0.049,0
momask,009924,20468608,0.0,0.0,0
momask,009924,20468609,0.0,0.0,0
momask,009924,20468610,0.0,0.0,0
momask,010076,20473608,1.0,-5.5719,1
momask,010076,20473609,1.0,-4.025,1
momask,010076,20473610,1.0,0.0004,0
momask,010116,20474608,0.0,0.0,0
momask,010116,20474609,0.0,0.0,0
momask,010116,20474610,0.0,0.0,0
momask,010135,20475608,0.0,0.0,0
momask,010135,20475609,0.0,0.0,0
momask,010135,20475610,0.0,0.0,0
momask,010142,20476608,0.0,0.0,0
momask,010142,20476609,0.0,0.0,0
momask,010142,20476610,0.0,0.0,0
momask,010226,20480608,0.0,0.0,0
momask,010226,20480609,0.0,0.0,0
momask,010226,20480610,0.0,0.0,0
momask,010248,20481608,1.0,-0.2648,1
momask,010248,20481609,1.0,0.0273,0
momask,010248,20481610,1.0,-0.241,1
momask,010254,20482608,1.0,0.0634,0
momask,010254,20482609,1.0,0.536,0
momask,010254,20482610,1.0,-0.0602,0
momask,010447,20486608,0.0,0.0,0
momask,010447,20486609,0.0,0.0,0
momask,010447,20486610,0.0,0.0,0
momask,010557,20488608,0.0,0.0,0
momask,010557,20488609,0.0,0.0,0
momask,010557,20488610,0.0,0.0,0
momask,010617,20490608,0.75,-0.0677,0
momask,010617,20490609,0.75,0.0544,0
momask,010617,20490610,0.75,0.165,0
momask,010843,20493608,1.0,0.034,0
momask,010843,20493609,1.0,0.1283,0
momask,010843,20493610,1.0,-0.0377,0
momask,010938,20494608,0.0,0.0,0
momask,010938,20494609,0.0,0.0,0
momask,010938,20494610,0.0,0.0,0
momask,010945,20495608,0.0,0.0,0
momask,010945,20495609,0.0,0.0,0
momask,010945,20495610,0.0,0.0,0
momask,010956,20496608,0.0,0.0,0
momask,010956,20496609,0.0,0.0,0
momask,010956,20496610,0.0,0.0,0
momask,011223,20499608,0.0,0.0,0
momask,011223,20499609,0.0,0.0,0
momask,011223,20499610,0.0,0.0,0
momask,011284,20500608,0.0,0.0,0
momask,011284,20500609,0.0,0.0,0
momask,011284,20500610,0.0,0.0,0
momask,011340,20501608,0.0,0.0,0
momask,011340,20501609,0.0,0.0,0
momask,011340,20501610,0.0,0.0,0
momask,011397,20502608,0.0,0.0,0
momask,011397,20502609,0.0,0.0,0
momask,011397,20502610,0.0,0.0,0
momask,011402,20503608,0.0,0.0,0
momask,011402,20503609,0.0,0.0,0
momask,011402,20503610,0.0,0.0,0
momask,011643,20504608,1.0,-0.1583,1
momask,011643,20504609,0.5,-0.0433,0
momask,011643,20504610,1.0,0.0302,0
momask,011797,20507608,1.0,0.0113,0
