gen,sid,seed,split,stepping_speed,body_speed_shortfall,foot_sliding,ground_contact_ratio,contact_streak,path_straightness,duration_sec,wants_to_travel,wants_to_stay,intent_unclear,is_mdm,is_motiongpt,is_momask,mm_u000,mm_u025,mm_u050,mm_u075,mm_u100,mm_u125,mm_u150,mm_u200
mdm,011806,20509610,holdout,0.020343,0.011222,0.015018635005293973,0.9107,0.18214,0.9999,7.0,1,0,0,1,0,0,1.7329,1.6455,1.5719,1.5137,1.49,1.584,1.7929,2.506
mdm,011823,20510608,holdout,0.003898,-0.004429,0.008232288316018539,1.0,1.0,0.9999,9.8,0,0,1,1,0,0,2.4597,2.473,2.5131,2.535,2.5139,2.4991,2.4895,2.451
mdm,011823,20510609,holdout,0.002266,-0.00606,0.00801637597631789,1.0,1.0,0.9999,9.8,0,0,1,1,0,0,1.829,1.7418,1.6715,1.6248,1.6493,1.731,1.8413,2.1155
mdm,011823,20510610,holdout,0.003269,-0.005046,0.008534347196262863,1.0,1.0,0.9999,9.8,0,0,1,1,0,0,5.4838,5.1595,4.8461,4.5759,4.3821,4.2344,4.0417,3.6584
mdm,011864,20511608,calib,0.001364,-0.006981,0.007686577020132143,1.0,1.0,1.0,5.4,0,1,0,1,0,0,3.9058,3.7865,3.694,3.6504,3.5668,3.4738,3.3909,3.3046
mdm,011864,20511609,calib,0.001784,-0.006583,0.007572636812771698,1.0,1.0,1.0,5.4,0,1,0,1,0,0,5.3264,5.2958,5.2156,5.0992,4.9198,4.7312,4.5735,4.4028
mdm,011864,20511610,calib,0.001249,-0.007105,0.007910258230653992,1.0,1.0,1.0,5.4,0,1,0,1,0,0,4.1229,4.0607,4.0478,4.0338,3.9096,3.7884,3.7331,3.7759
mdm,012219,20512608,holdout,0.012464,0.003581,0.010223533424815884,0.9413,0.23531,0.9999,9.8,0,0,1,1,0,0,8.6188,8.7088,8.7679,8.8042,8.8259,8.8413,8.838,8.7791
mdm,012219,20512609,holdout,0.016638,0.007807,0.008796953847190267,0.9388,0.23469,0.9995,9.8,0,0,1,1,0,0,9.7525,9.7173,9.6787,9.6627,9.6531,9.6472,9.6626,9.7674
mdm,012219,20512610,holdout,0.00518,-0.003349,0.00678613339784973,0.9617,0.32056,0.9999,9.8,0,0,1,1,0,0,9.6053,9.6497,9.6717,9.6755,9.6631,9.6908,9.7614,9.899
mdm,012290,20513608,calib,0.013227,0.004436,0.002650894951843125,0.2361,0.15743,0.9995,7.2,1,0,0,1,0,0,9.7992,9.1279,8.4365,7.941,7.6675,7.5035,7.4263,7.3372
mdm,012290,20513609,calib,0.01622,0.007337,0.003630907905148505,0.2639,0.1759,0.9992,7.2,1,0,0,1,0,0,10.0665,9.86,9.4898,9.0015,8.528,8.2502,8.0,7.6185
mdm,012290,20513610,calib,0.023492,0.014655,0.004921102466433563,0.309,0.12361,0.9994,7.2,1,0,0,1,0,0,9.8119,9.6011,9.3159,8.9443,8.521,8.2333,8.0991,8.1987
mdm,012355,20514608,holdout,0.001531,-0.006803,0.007851993805345443,1.0,1.0,1.0,8.2,0,0,1,1,0,0,1.7056,1.4026,1.3549,1.5427,1.7501,1.9612,2.1774,2.6029
mdm,012355,20514609,holdout,0.000955,-0.007369,0.007670157567004359,1.0,1.0,1.0,8.2,0,0,1,1,0,0,1.875,1.6004,1.3821,1.3173,1.3723,1.4825,1.6053,1.9709
mdm,012355,20514610,holdout,0.00073,-0.007594,0.008217334029878913,1.0,1.0,1.0,8.2,0,0,1,1,0,0,1.9614,1.6139,1.3412,1.3006,1.4621,1.6741,1.9072,2.4316
mdm,012388,20515608,holdout,0.027158,0.018489,0.0020589996616455115,0.1378,0.09184,0.9967,9.8,1,0,0,1,0,0,7.2779,7.1494,7.0415,6.9149,6.7516,6.5628,6.3527,5.973
mdm,012388,20515609,holdout,0.03469,0.026105,0.0028973272863620737,0.1199,0.1199,0.9994,9.8,1,0,0,1,0,0,5.769,5.5417,5.2029,4.9219,4.7804,4.7949,4.9376,5.4353
mdm,012388,20515610,holdout,0.007765,-0.000618,0.0010270105357420567,0.1327,0.13265,0.9997,9.8,1,0,0,1,0,0,6.7031,6.1021,5.6339,5.393,5.2384,5.1496,5.2377,5.564
mdm,012400,20516608,holdout,0.001141,-0.007209,0.007289061319215314,1.0,1.0,1.0,9.8,0,0,1,1,0,0,3.6168,3.7622,3.9217,4.0743,4.194,4.2862,4.3869,4.566
mdm,012400,20516609,holdout,0.00208,-0.006231,0.006631461822746842,1.0,1.0,1.0,9.8,0,0,1,1,0,0,2.5437,2.7078,2.9753,3.2115,3.386,3.5095,3.6203,3.8594
mdm,012400,20516610,holdout,0.004948,-0.003275,0.008981954337267978,0.9821,0.98214,0.9999,9.8,0,0,1,1,0,0,0.8451,1.1787,1.7624,2.25,2.5866,2.8053,2.9876,3.3006
mdm,012423,20517608,calib,0.004457,-0.003952,0.008929494264426102,1.0,1.0,0.9998,9.8,0,1,0,1,0,0,4.8311,4.6987,4.6408,4.5299,4.4103,4.3554,4.3868,4.4878
mdm,012423,20517609,calib,0.000534,-0.007789,0.008018816997935595,1.0,1.0,1.0,9.8,0,1,0,1,0,0,1.7696,1.7825,2.0577,2.1996,1.9765,1.7007,1.5927,1.764
mdm,012423,20517610,calib,0.000678,-0.007647,0.007915981364631517,1.0,1.0,1.0,9.8,0,1,0,1,0,0,3.7711,3.4693,3.2589,3.1014,2.925,2.8119,2.7472,2.7154
mdm,012492,20518608,calib,0.00032,-0.008012,0.00793219448328785,1.0,1.0,1.0,8.0,0,1,0,1,0,0,5.8064,5.7391,5.7064,5.6942,5.6878,5.7092,5.7898,5.8915
mdm,012492,20518609,calib,0.000329,-0.007986,0.00826893014122073,1.0,1.0,1.0,8.0,0,1,0,1,0,0,5.3087,5.1898,5.1364,5.1167,5.1438,5.2105,5.3457,5.5239
mdm,012492,20518610,calib,0.000375,-0.007945,0.00796741865499627,1.0,1.0,1.0,8.0,0,1,0,1,0,0,4.5134,4.4087,4.3307,4.2753,4.2502,4.2664,4.3491,4.4623
mdm,012495,20519608,calib,0.075931,0.064891,0.020106075016094287,0.4489,0.08977,0.9998,4.4,1,0,0,1,0,0,2.0718,1.7206,1.6349,1.8123,2.0305,2.0996,2.203,2.179
mdm,012495,20519609,calib,0.039339,0.028747,0.013375203625669135,0.5568,0.11136,0.9995,4.4,1,0,0,1,0,0,8.4023,7.8627,7.5972,7.3594,7.0966,6.8446,6.6687,6.4214
mdm,012495,20519610,calib,0.096335,0.084634,0.042686530893917767,0.6193,0.06523,1.0,4.4,1,0,0,1,0,0,2.0234,1.7185,1.5098,1.5099,1.738,1.8797,1.872,2.0731
mdm,012579,20520608,calib,0.002381,-0.005993,0.0058436909053540985,0.9855,0.65698,0.9999,8.6,0,0,1,1,0,0,2.3153,2.6875,3.039,3.2422,3.3104,3.3007,3.2842,3.2912
mdm,012579,20520609,calib,0.003127,-0.005259,0.008060567980608883,1.0,1.0,0.9999,8.6,0,0,1,1,0,0,2.0393,2.3161,2.5672,2.7269,2.7851,2.7853,2.7944,2.8445
mdm,012579,20520610,calib,0.003045,-0.005321,0.007581167188763938,1.0,1.0,0.9998,8.6,0,0,1,1,0,0,2.0834,2.4706,2.8111,3.0343,3.1198,3.1207,3.091,2.9969
mdm,012595,20521608,holdout,0.043192,0.036599,0.015388602504908432,0.4861,0.09722,0.9983,5.4,1,0,0,1,0,0,10.4098,8.9186,6.6793,5.1329,4.3492,3.9763,3.8025,3.8412
mdm,012595,20521609,holdout,0.018335,0.010923,0.0068406137741739825,0.6759,0.19315,0.9993,5.4,1,0,0,1,0,0,7.6901,5.0191,2.8806,1.6292,1.2724,1.0661,0.918,0.7403
mdm,012595,20521610,holdout,0.013782,0.006963,0.004883539859191751,0.3426,0.1713,0.9989,5.4,1,0,0,1,0,0,10.5453,8.4624,6.261,4.9251,4.2146,3.8075,3.6476,3.7353
mdm,012668,20522608,calib,0.004261,-0.00398,0.005606483236108735,0.898,0.35918,0.9996,9.8,0,1,0,1,0,0,6.2045,5.7658,5.3912,5.1439,4.9563,4.8109,4.7422,4.6624
mdm,012668,20522609,calib,0.008581,0.000388,0.007048631622667736,0.9464,0.37857,0.9996,9.8,0,1,0,1,0,0,6.892,6.4358,6.1267,5.9931,6.026,6.1473,6.3366,6.7075
mdm,012668,20522610,calib,0.005814,-0.002446,0.006384087427890636,0.9235,0.36939,0.9997,9.8,0,1,0,1,0,0,3.2586,2.7507,2.3638,2.1422,2.0575,2.016,2.0067,2.1574
mdm,012675,20523608,calib,0.045456,0.035651,0.018932966096172236,0.7245,0.04995,0.9987,9.8,1,0,0,1,0,0,3.108,3.21,3.2995,3.3941,3.5147,3.6923,3.9299,4.4544
mdm,012675,20523609,calib,0.033233,0.02375,0.015987945272254722,0.7679,0.07311,0.9976,9.8,1,0,0,1,0,0,2.8462,2.8717,2.9234,3.0873,3.5435,4.2669,5.077,6.5569
mdm,012675,20523610,calib,0.046316,0.036424,0.02181627535554691,0.7934,0.06102,0.9992,9.8,1,0,0,1,0,0,3.65,3.3047,3.6815,4.2867,4.9117,5.5252,6.1497,7.0458
mdm,012691,20524608,holdout,0.013611,0.004819,0.004927279793692656,0.4226,0.28179,0.9986,4.2,0,0,1,1,0,0,8.1106,7.8339,7.4266,6.9182,6.4137,6.0682,5.8069,5.5553
mdm,012691,20524609,holdout,0.007811,-0.001306,0.003186529090292397,0.3571,0.35714,0.9999,4.2,0,0,1,1,0,0,8.5744,8.2442,8.1306,8.2872,8.4391,8.5434,8.6445,8.4876
mdm,012691,20524610,holdout,0.0169,0.008239,0.004858418749596525,0.3571,0.2381,0.9981,4.2,0,0,1,1,0,0,7.2096,6.2167,5.1876,4.4026,3.824,3.4556,3.3789,3.3998
mdm,012903,20525608,holdout,0.001844,-0.006508,0.00656023961009285,1.0,1.0,1.0,4.0,0,1,0,1,0,0,2.2865,2.2599,2.2235,2.2046,2.2517,2.3192,2.4101,2.6489
mdm,012903,20525609,holdout,0.001628,-0.00672,0.007858818809850883,1.0,1.0,1.0,4.0,0,1,0,1,0,0,2.3003,2.3282,2.3585,2.3994,2.4847,2.5832,2.681,2.8832
mdm,012903,20525610,holdout,0.001166,-0.007184,0.004271463763347193,0.6937,0.4625,1.0,4.0,0,1,0,1,0,0,1.8723,1.8523,1.8251,1.8039,1.8082,1.8387,1.8904,2.0948
mdm,012956,20526608,holdout,0.002374,-0.005975,0.004959870237480432,0.9923,0.99235,0.9997,9.8,0,0,1,1,0,0,3.6408,3.6424,3.6714,3.7061,3.7249,3.74,3.7665,3.9048
mdm,012956,20526609,holdout,0.002625,-0.005735,0.008298534792997903,1.0,1.0,0.9999,9.8,0,0,1,1,0,0,3.557,3.5566,3.546,3.5257,3.5129,3.4984,3.4803,3.4322
mdm,012956,20526610,holdout,0.002295,-0.006052,0.007701830298395868,1.0,1.0,0.9999,9.8,0,0,1,1,0,0,2.71,2.7137,2.7736,2.8613,2.9485,3.0526,3.1674,3.4272
mdm,012981,20527608,calib,0.002345,-0.006014,0.007243123055471585,1.0,1.0,1.0,9.2,0,0,1,1,0,0,2.9307,2.9909,3.0272,3.0286,2.9662,2.8947,2.8425,2.8234
mdm,012981,20527609,calib,0.002117,-0.006251,0.0067847383491085244,1.0,1.0,1.0,9.2,0,0,1,1,0,0,3.8899,3.9232,3.939,3.9325,3.8715,3.8047,3.7503,3.6916
mdm,012981,20527610,calib,0.002523,-0.005814,0.008060690565530762,1.0,1.0,1.0,9.2,0,0,1,1,0,0,2.5624,2.5558,2.6256,2.685,2.6672,2.6444,2.6388,2.6689
mdm,012985,20528608,holdout,0.007993,0.000523,0.0024814889053081683,0.3781,0.18906,0.9997,8.0,1,0,0,1,0,0,8.5448,7.3989,6.0333,5.142,4.65,4.3716,4.1149,3.5885
mdm,012985,20528609,holdout,0.010316,0.002306,0.010100087398907522,0.9594,0.31981,0.9996,8.0,1,0,0,1,0,0,8.8191,8.0419,7.3984,7.0997,6.8184,6.5199,6.2286,5.6118
mdm,012985,20528610,holdout,0.024092,0.01679,0.011129294800547147,0.6188,0.08838,0.9995,8.0,1,0,0,1,0,0,8.2032,5.4954,3.3176,1.7821,1.2201,1.1355,1.1562,1.2641
mdm,013000,20529608,holdout,0.017239,0.008897,0.012925959733248248,0.8438,0.3375,0.9946,3.2,0,0,1,1,0,0,7.3408,6.9511,6.3316,5.8033,5.3129,4.7346,4.192,3.5733
mdm,013000,20529609,holdout,0.011103,0.002831,0.008171558296434869,0.9141,0.45703,0.997,3.2,0,0,1,1,0,0,8.2328,8.1172,7.5328,6.6771,6.0251,5.4232,4.9039,4.0547
mdm,013000,20529610,holdout,0.008625,0.000355,0.009303969263694544,0.9141,0.45703,0.9979,3.2,0,0,1,1,0,0,5.0554,4.7336,4.0734,3.3718,3.0317,2.9405,2.911,2.8513
mdm,013004,20530608,calib,0.017567,0.009275,0.017085670680912282,1.0,1.0,0.9986,5.6,0,0,1,1,0,0,4.3162,4.1699,4.0308,3.921,3.8318,3.7595,3.6982,3.6144
mdm,013004,20530609,calib,0.016646,0.008372,0.013632671071928955,1.0,1.0,0.9978,5.6,0,0,1,1,0,0,3.0064,2.9192,2.8448,2.796,2.7723,2.7667,2.7925,2.9399
mdm,013004,20530610,calib,0.016525,0.008227,0.011766206918557136,0.9375,0.625,0.9965,5.6,0,0,1,1,0,0,2.8858,2.7844,2.6775,2.5706,2.4691,2.3687,2.2843,2.1703
mdm,013112,20531608,holdout,0.002094,-0.006252,0.007862669547613218,1.0,1.0,0.9999,9.0,0,0,1,1,0,0,3.1229,3.2439,3.48,3.7166,3.8247,3.9753,4.2523,5.0477
mdm,013112,20531609,holdout,0.004302,-0.004036,0.008097985578303745,1.0,1.0,0.9998,9.0,0,0,1,1,0,0,3.0816,3.1079,3.2415,3.3644,3.3962,3.429,3.5484,4.1243
mdm,013112,20531610,holdout,0.001597,-0.006742,0.007845751630639579,1.0,1.0,1.0,9.0,0,0,1,1,0,0,2.7203,2.8403,3.0471,3.2618,3.3603,3.5032,3.6947,4.1702
mdm,013130,20532608,holdout,0.081197,0.069454,0.0325385790381451,0.6094,0.08708,0.9998,4.8,1,0,0,1,0,0,4.0348,3.7067,3.5547,3.6016,3.6947,3.7673,3.8435,3.9607
mdm,013130,20532609,holdout,0.089874,0.077513,0.030828530106091063,0.4688,0.05854,0.9989,4.8,1,0,0,1,0,0,3.1531,2.9817,3.2858,3.393,3.4045,3.46,3.4251,3.2593
mdm,013130,20532610,holdout,0.081992,0.070576,0.035189701428074385,0.5729,0.0674,0.9998,4.8,1,0,0,1,0,0,4.7081,4.3366,4.1455,4.0438,3.9947,4.0011,4.1056,4.4284
mdm,013174,20533608,holdout,0.076639,0.065382,0.022480742380974562,0.5536,0.04102,0.9997,9.8,1,0,0,1,0,0,9.2712,8.3364,7.498,7.2598,7.4011,7.607,8.2777,9.6113
mdm,013174,20533609,holdout,0.060435,0.049805,0.027089973390342487,0.7168,0.05515,0.9997,9.8,1,0,0,1,0,0,6.6284,5.9205,5.29,4.8809,4.8128,4.9271,5.118,5.935
mdm,013174,20533610,holdout,0.043365,0.033427,0.020220803529680875,0.801,0.06673,0.9996,9.8,1,0,0,1,0,0,6.5014,6.0757,5.6876,5.4314,5.2511,5.1505,5.2681,6.2501
mdm,013190,20534608,holdout,0.027499,0.017404,0.015521248472931022,0.7772,0.1413,0.9995,4.6,1,0,0,1,0,0,1.6613,1.4256,1.5236,1.76,2.0414,2.1654,2.2026,1.9218
mdm,013190,20534609,holdout,0.037192,0.026903,0.017570567976055582,0.7283,0.11207,0.9883,4.6,1,0,0,1,0,0,5.5015,5.075,4.7232,4.5349,4.4943,4.5106,4.5924,4.7039
mdm,013190,20534610,holdout,0.031107,0.021,0.01481836280823455,0.7609,0.19022,0.9996,4.6,1,0,0,1,0,0,1.1402,1.241,1.3077,1.3615,1.4706,1.6389,1.8705,2.3879
mdm,013208,20535608,calib,0.010879,0.00233,0.007628857263936688,0.949,0.27112,0.9998,9.8,1,0,0,1,0,0,2.2894,2.3146,2.3223,2.3762,2.4837,2.596,2.7153,2.9635
mdm,013208,20535609,calib,0.013803,0.005241,0.008753633597133846,0.9592,0.31974,0.9992,9.8,1,0,0,1,0,0,3.1927,3.3189,3.3956,3.3766,3.3019,3.2125,3.1687,3.223
mdm,013208,20535610,calib,0.010301,0.00182,0.008160120052252435,0.8903,0.22255,0.9996,9.8,1,0,0,1,0,0,2.1849,2.1475,2.0593,1.9371,1.8087,1.6613,1.5159,1.4714
mdm,013222,20536608,calib,0.049834,0.038731,0.018947409172156395,0.5408,0.05694,0.9995,9.8,0,0,1,1,0,0,3.1415,3.1859,3.2828,3.3902,3.4175,3.5045,3.6113,3.6522
mdm,013222,20536609,calib,0.029763,0.01951,0.015417362801879164,0.7321,0.07709,0.9998,9.8,0,0,1,1,0,0,2.843,2.9756,3.046,3.0333,3.0019,2.9528,2.8723,2.6808
mdm,013222,20536610,calib,0.017729,0.008137,0.011780919553897007,0.7832,0.10444,0.9997,9.8,0,0,1,1,0,0,2.5482,2.3554,2.4959,2.5937,2.6231,2.6233,2.5874,2.3733
mdm,013253,20537608,holdout,0.010201,0.001907,0.005354817354731893,0.5128,0.2051,1.0,9.8,0,0,1,1,0,0,2.8096,2.7351,2.7189,2.6977,2.6555,2.6391,2.6626,2.8604
mdm,013253,20537609,holdout,0.008544,0.000183,0.005288043996154847,0.8393,0.2398,1.0,9.8,0,0,1,1,0,0,6.897,7.0556,7.1555,7.2018,7.1788,7.0979,6.9632,6.6152
mdm,013253,20537610,holdout,0.009816,0.001523,0.004816690975516558,0.6327,0.09735,0.9999,9.8,0,0,1,1,0,0,4.6919,4.8491,4.9374,4.9797,5.0032,5.0031,4.9319,4.6185
mdm,013419,20538608,calib,0.005748,-0.002606,0.004686347461662855,0.5417,0.36115,0.9997,4.8,0,0,1,1,0,0,2.4267,2.617,2.852,3.0265,3.1521,3.2538,3.3533,3.5776
mdm,013419,20538609,calib,0.012694,0.003972,0.003724829911203408,0.4427,0.09833,0.9997,4.8,0,0,1,1,0,0,5.67,5.7365,5.8115,5.8651,5.8933,5.9208,5.9424,5.9746
mdm,013419,20538610,calib,0.010685,0.002375,0.006884901002076616,0.5365,0.0975,0.9998,4.8,0,0,1,1,0,0,3.2173,3.2526,3.4128,3.5842,3.7733,4.0003,4.2175,4.5365
mdm,013444,20539608,calib,0.001025,-0.007283,0.007586314197461981,1.0,1.0,1.0,9.8,0,0,1,1,0,0,4.8619,4.8663,4.8512,4.821,4.7688,4.7194,4.674,4.591
mdm,013444,20539609,calib,0.001275,-0.007038,0.007647151549215544,1.0,1.0,1.0,9.8,0,0,1,1,0,0,5.0629,5.043,5.0026,4.9646,4.9493,4.9435,4.9417,4.9617
mdm,013444,20539610,calib,0.00108,-0.007232,0.007080906489301215,1.0,1.0,1.0,9.8,0,0,1,1,0,0,5.5116,5.4971,5.4662,5.426,5.3955,5.3754,5.3528,5.3114
mdm,013549,20540608,calib,0.001288,-0.007072,0.007385417089557111,1.0,1.0,1.0,6.8,0,0,1,1,0,0,9.8485,9.8472,9.8516,9.8514,9.8441,9.8265,9.8019,9.7792
mdm,013549,20540609,calib,0.000508,-0.007871,0.007998281241547852,1.0,1.0,1.0,6.8,0,0,1,1,0,0,9.8036,9.8137,9.834,9.8602,9.8734,9.8727,9.8695,9.8896
mdm,013549,20540610,calib,0.001039,-0.007323,0.004124500168698389,0.7279,0.48529,1.0,6.8,0,0,1,1,0,0,9.1267,9.1387,9.1734,9.2129,9.2366,9.242,9.2412,9.2751
mdm,013558,20541608,holdout,0.024541,0.015364,0.010049462685398606,0.8536,0.17071,0.9998,7.0,1,0,0,1,0,0,6.5541,6.5048,6.303,5.8935,5.2982,4.6487,4.1485,3.6977
mdm,013558,20541609,holdout,0.039087,0.029546,0.017713442348648585,0.85,0.14164,0.9996,7.0,1,0,0,1,0,0,4.7347,4.8107,4.6809,4.2661,3.5208,2.5841,2.3121,2.908
mdm,013558,20541610,holdout,0.019955,0.011034,0.004279562372823173,0.5107,0.20429,0.9998,7.0,1,0,0,1,0,0,5.3284,5.5024,5.5785,5.5621,5.3235,4.8817,4.3615,3.5413
mdm,013573,20542608,holdout,0.058184,0.047979,0.02399184253548865,0.6857,0.05714,0.9953,7.0,1,0,0,1,0,0,8.3758,7.8346,7.2784,6.7414,6.1929,5.6932,5.3335,4.9574
mdm,013573,20542609,holdout,0.049521,0.039523,0.0187867051773322,0.6607,0.07771,0.9959,7.0,1,0,0,1,0,0,9.2057,8.7835,8.2647,7.745,7.2416,6.7498,6.2935,5.6027
mdm,013573,20542610,holdout,0.049723,0.039716,0.018307443431109783,0.6857,0.06529,0.9962,7.0,1,0,0,1,0,0,8.7718,8.3737,7.9381,7.4562,6.9783,6.5548,6.1378,5.5322
mdm,013608,20543608,holdout,0.001808,-0.006538,0.007090573257872044,1.0,1.0,1.0,3.0,0,0,1,1,0,0,5.9415,5.9,5.8726,5.8773,5.92,5.9875,6.0487,6.1012
mdm,013608,20543609,holdout,0.001886,-0.006458,0.006800441570906347,1.0,1.0,1.0,3.0,0,0,1,1,0,0,3.6844,3.6775,3.6786,3.6727,3.6907,3.7115,3.6954,3.5691
mdm,013608,20543610,holdout,0.001368,-0.007009,0.00784447133619745,1.0,1.0,1.0,3.0,0,0,1,1,0,0,4.9259,4.936,4.9712,5.0211,5.0903,5.1661,5.2254,5.3296
mdm,013675,20544608,calib,0.001748,-0.006574,0.0076528013780283195,1.0,1.0,1.0,9.8,0,0,1,1,0,0,2.3071,2.3454,2.3764,2.3732,2.2752,2.1495,2.0691,2.0486
mdm,013675,20544609,calib,0.001726,-0.006605,0.007897877150331684,1.0,1.0,1.0,9.8,0,0,1,1,0,0,1.3882,1.1994,1.0958,1.0463,1.0032,1.0118,1.0895,1.4871
mdm,013675,20544610,calib,0.001796,-0.006537,0.008188502186132207,1.0,1.0,1.0,9.8,0,0,1,1,0,0,1.5712,1.4237,1.3582,1.3181,1.2214,1.1393,1.1041,1.2357
mdm,013806,20545608,holdout,0.041252,0.031495,0.01770111749123094,0.7245,0.06587,0.9966,9.8,1,0,0,1,0,0,10.0379,9.2461,8.593,7.8483,7.1511,6.6395,6.3738,6.353
mdm,013806,20545609,holdout,0.039109,0.029231,0.012955598615156196,0.6786,0.07143,0.9978,9.8,1,0,0,1,0,0,11.2065,10.5979,9.7194,8.3271,7.1802,6.585,6.1131,5.5585
mdm,013806,20545610,holdout,0.058168,0.047601,0.017748137570355264,0.5893,0.04367,0.9983,9.8,1,0,0,1,0,0,9.2219,8.6415,7.9982,7.4299,7.0298,6.8214,6.7972,7.0754
mdm,013949,20546608,holdout,0.001436,-0.006916,0.007040342268962642,1.0,1.0,1.0,4.0,0,0,1,1,0,0,3.1931,3.2098,3.1951,3.1607,3.0904,3.0502,3.0686,3.216
mdm,013949,20546609,holdout,0.00196,-0.006379,0.006419969417469695,1.0,1.0,1.0,4.0,0,0,1,1,0,0,2.746,2.7451,2.7211,2.683,2.652,2.6431,2.6617,2.7747
mdm,013949,20546610,holdout,0.001911,-0.006451,0.007410537019156894,1.0,1.0,1.0,4.0,0,0,1,1,0,0,5.3888,5.3791,5.3848,5.4414,5.5152,5.6258,5.7721,6.0914
mdm,014002,20547608,holdout,0.008376,4.7e-05,0.009921850318541703,1.0,1.0,0.9995,9.8,0,0,1,1,0,0,2.9923,3.0865,3.1795,3.2887,3.3715,3.4135,3.4174,3.3405
mdm,014002,20547609,holdout,0.008177,-0.000128,0.009238084690907193,0.9923,0.49617,0.9999,9.8,0,0,1,1,0,0,3.3294,3.4561,3.5668,3.6137,3.663,3.7212,3.7976,3.8943
mdm,014002,20547610,holdout,0.00846,0.00015,0.01004060973549747,1.0,1.0,0.9998,9.8,0,0,1,1,0,0,2.911,3.0092,3.1122,3.1671,3.1807,3.197,3.2342,3.2955
mdm,014087,20548608,calib,0.02482,0.016016,0.005132491936474794,0.3138,0.12551,0.9999,9.8,1,0,0,1,0,0,8.869,8.5974,8.378,8.1774,7.9955,7.8647,7.7543,7.5853
mdm,014087,20548609,calib,0.020514,0.011786,0.00247343343587756,0.199,0.13265,0.9998,9.8,1,0,0,1,0,0,8.5929,8.4401,8.2501,8.0423,7.8783,7.7322,7.6029,7.5357
mdm,014087,20548610,calib,0.009404,0.000245,0.0033278232067399604,0.5383,0.15378,0.9999,9.8,1,0,0,1,0,0,5.7015,4.7516,3.6919,2.782,2.2899,2.1611,2.2361,2.745
mdm,014171,20549608,holdout,0.044364,0.034503,0.021543578847384223,0.7908,0.07908,0.9964,9.8,1,0,0,1,0,0,6.9181,6.4055,5.8223,5.2779,4.815,4.4258,3.9855,3.2781
mdm,014171,20549609,holdout,0.054026,0.043377,0.022190005174212952,0.6633,0.04913,0.9976,9.8,1,0,0,1,0,0,8.1675,7.7582,7.1763,6.6365,6.1335,5.6272,5.2703,4.9628
mdm,014171,20549610,holdout,0.050958,0.04084,0.02288693375676971,0.7602,0.05633,0.9975,9.8,1,0,0,1,0,0,7.4857,7.2949,6.923,6.4806,6.0342,5.5973,5.2046,4.6272
mdm,014192,20550608,holdout,0.059479,0.049039,0.02727014179341441,0.7125,0.075,0.9992,6.0,1,0,0,1,0,0,2.6739,1.7969,2.0861,2.881,3.5554,3.8656,3.8565,3.2786
mdm,014192,20550609,holdout,0.054388,0.04434,0.019770888788897767,0.6375,0.085,0.9971,6.0,1,0,0,1,0,0,4.9429,3.8102,3.6569,4.2902,4.8683,5.2593,5.49,5.5198
mdm,014192,20550610,holdout,0.059101,0.048791,0.02443367002803843,0.6792,0.06467,0.9998,6.0,1,0,0,1,0,0,2.5108,2.4697,2.7604,3.1799,3.6106,3.8784,3.9307,3.5301
mdm,014222,20551608,calib,0.008302,-0.000168,0.009250701920616106,0.9786,0.48929,0.9982,7.0,1,0,0,1,0,0,6.9206,7.1072,7.1178,6.9725,6.7548,6.5237,6.2965,6.0092
mdm,014222,20551609,calib,0.02642,0.017381,0.013163508837597336,0.875,0.25,0.998,7.0,1,0,0,1,0,0,5.7982,5.991,6.1191,6.2681,6.4036,6.6063,6.7215,6.7479
mdm,014222,20551610,calib,0.037768,0.028413,0.019076271986241896,0.95,0.2375,0.9971,7.0,1,0,0,1,0,0,6.4868,6.628,6.6083,6.5111,6.3987,6.1672,5.8786,5.9279
mdm,014252,20552608,calib,0.018493,0.009591,0.00946649679118822,0.8984,0.14974,0.9995,9.6,1,0,0,1,0,0,5.2793,5.2382,5.0401,4.7026,4.2643,3.7584,3.307,3.4333
mdm,014252,20552609,calib,0.018288,0.009179,0.004535951413749874,0.5651,0.10276,0.9997,9.6,1,0,0,1,0,0,5.68,4.9651,4.819,4.7049,4.5591,4.3764,4.158,3.6418
mdm,014252,20552610,calib,0.010518,0.001667,0.005095826589905098,0.6198,0.13771,0.9999,9.6,1,0,0,1,0,0,5.8207,5.2396,4.7353,4.3405,4.0464,3.8054,3.6209,3.487
mdm,014326,20553608,calib,0.016267,0.007497,0.011041905367207176,0.8265,0.27551,0.9987,9.8,0,0,1,1,0,0,5.9174,5.8683,5.8334,5.8079,5.7956,5.7845,5.7696,5.7243
mdm,014326,20553609,calib,0.028864,0.020844,0.014360039392447675,0.7628,0.12714,0.9989,9.8,0,0,1,1,0,0,4.9734,5.3788,5.5987,5.5648,5.3632,5.0975,4.8427,4.537
mdm,014326,20553610,calib,0.013925,0.005257,0.00862817694387286,0.801,0.17801,0.9986,9.8,0,0,1,1,0,0,6.2111,6.2667,6.287,6.2961,6.3265,6.38,6.4781,6.7
mdm,014347,20554608,calib,0.000756,-0.00763,0.007947568835757967,1.0,1.0,1.0,9.8,0,1,0,1,0,0,2.3538,2.3473,2.3508,2.3532,2.3484,2.335,2.3155,2.2906
