gen,sid,seed,split,stepping_speed,body_speed_shortfall,foot_sliding,ground_contact_ratio,contact_streak,path_straightness,duration_sec,wants_to_travel,wants_to_stay,intent_unclear,is_mdm,is_motiongpt,is_momask,mm_u000,mm_u025,mm_u050,mm_u075,mm_u100,mm_u125,mm_u150,mm_u200
motiongpt,007409,20421608,holdout,0.014756,0.005161,0.006537424534595469,0.9479,0.37917,0.1103,9.6,0,0,1,0,1,0,1.7022,1.7085,1.7003,1.7768,1.9129,2.0561,2.1856,2.3068
motiongpt,007409,20421609,holdout,0.029468,-0.000431,0.004871377704011446,0.6875,0.09167,0.5422,9.6,0,0,1,0,1,0,7.3057,7.3906,7.4692,7.5424,7.6046,7.6345,7.6332,7.4625
motiongpt,007409,20421610,holdout,0.018002,0.004782,0.009821616840473953,0.9974,0.66495,0.184,9.6,0,0,1,0,1,0,3.4938,3.3688,3.301,3.3342,3.3265,3.2136,2.9587,2.2982
motiongpt,007459,20422608,holdout,0.006778,0.005749,0.0057631905299407185,1.0,1.0,0.1593,2.4,0,0,1,0,1,0,1.3065,1.3058,1.3039,1.3023,1.3009,1.3005,1.3002,1.2962
motiongpt,007459,20422609,holdout,0.005964,0.005491,0.0042846822021206845,1.0,1.0,0.1297,3.0,0,0,1,0,1,0,1.394,1.3858,1.3816,1.3792,1.3787,1.3795,1.3834,1.3924
motiongpt,007459,20422610,holdout,0.004616,0.00423,0.0033759616146220627,1.0,1.0,0.0777,3.8,0,0,1,0,1,0,1.2874,1.2842,1.2824,1.2818,1.282,1.2836,1.2867,1.2946
motiongpt,007540,20423608,holdout,0.003607,0.002323,0.0029690023414352226,1.0,1.0,0.8386,6.6,0,0,1,0,1,0,1.3547,1.3495,1.3458,1.3425,1.3397,1.339,1.3402,1.3492
motiongpt,007540,20423609,holdout,0.003607,0.002323,0.0029690023414352226,1.0,1.0,0.8386,6.6,0,0,1,0,1,0,1.3547,1.3495,1.3458,1.3425,1.3397,1.339,1.3402,1.3492
motiongpt,007540,20423610,holdout,0.002537,0.002153,0.0024118285919049885,1.0,1.0,0.8323,4.8,0,0,1,0,1,0,1.4379,1.4384,1.4362,1.4321,1.428,1.4239,1.4203,1.4121
motiongpt,007624,20424608,calib,0.009092,0.003011,0.004552470432932217,0.9318,0.46591,0.3062,2.2,0,0,1,0,1,0,6.2127,6.1685,6.1465,6.1437,6.1281,6.1143,6.1196,6.1611
motiongpt,007624,20424609,calib,0.00788,0.002862,0.0052124923771700036,1.0,1.0,0.0937,2.2,0,0,1,0,1,0,3.3536,3.3576,3.3616,3.3626,3.3682,3.3921,3.4047,3.4771
motiongpt,007624,20424610,calib,0.019194,0.012869,0.011718572143765805,1.0,1.0,0.1013,2.2,0,0,1,0,1,0,3.2354,3.355,3.3425,3.1951,3.0465,2.9973,3.0061,3.0876
motiongpt,007626,20425608,calib,0.032114,0.001367,0.007708827306984988,0.8214,0.16429,0.6687,4.2,0,0,1,0,1,0,2.9717,2.9425,2.8818,2.7747,2.6206,2.3997,2.1122,1.8143
motiongpt,007626,20425609,calib,0.032114,0.001367,0.007708827306984988,0.8214,0.16429,0.6687,4.2,0,0,1,0,1,0,2.9717,2.9425,2.8818,2.7747,2.6206,2.3997,2.1122,1.8143
motiongpt,007626,20425610,calib,0.032114,0.001367,0.007708827306984988,0.8214,0.16429,0.6687,4.2,0,0,1,0,1,0,2.9717,2.9425,2.8818,2.7747,2.6206,2.3997,2.1122,1.8143
motiongpt,007675,20426608,calib,0.004384,0.003391,0.003070040554053376,1.0,1.0,0.9484,9.2,0,0,1,0,1,0,6.0718,6.0907,6.1142,6.1384,6.1622,6.1847,6.2063,6.2524
motiongpt,007675,20426609,calib,0.002921,0.002158,0.00241367162557386,1.0,1.0,0.9202,9.2,0,0,1,0,1,0,5.1796,5.2031,5.2298,5.2563,5.2823,5.306,5.3288,5.3757
motiongpt,007675,20426610,calib,0.003871,0.002839,0.0024494129124465703,1.0,1.0,0.9822,9.6,0,0,1,0,1,0,6.1315,6.1537,6.1843,6.2189,6.2565,6.2957,6.3355,6.4125
motiongpt,007695,20427608,holdout,0.037704,0.000411,0.009952029090675493,0.7755,0.06745,0.0685,9.8,1,0,0,0,1,0,5.1375,5.145,5.2034,5.2644,5.2441,5.1465,5.0242,4.6174
motiongpt,007695,20427609,holdout,0.029698,0.005239,0.01086448369623159,0.9141,0.15234,0.3212,9.6,1,0,0,0,1,0,4.9521,4.9374,4.8573,4.7224,4.5266,4.3065,4.0344,3.8554
motiongpt,007695,20427610,holdout,0.0297,0.010059,0.004029135513283716,0.3203,0.09151,0.0981,9.6,1,0,0,0,1,0,11.997,11.8311,11.3768,10.9361,10.2232,9.832,9.615,9.4492
motiongpt,007715,20428608,calib,0.009852,0.003714,0.005178585501735542,0.9796,0.65306,0.1326,9.8,1,0,0,0,1,0,3.5265,3.5875,3.646,3.6984,3.7581,3.7817,3.7578,3.6787
motiongpt,007715,20428609,calib,0.015427,0.004357,0.007224666321327238,0.9592,0.38367,0.6377,9.8,1,0,0,0,1,0,1.8562,1.9814,2.2108,2.4397,2.7257,2.961,3.0875,3.4017
motiongpt,007715,20428610,calib,0.018696,0.004684,0.008194108861888531,0.9056,0.22643,0.5223,9.8,1,0,0,0,1,0,3.3997,3.4288,3.465,3.5971,3.8911,4.2108,4.5518,5.383
motiongpt,007742,20429608,holdout,0.004655,0.002998,0.0037398167616342517,1.0,1.0,0.2796,3.4,0,0,1,0,1,0,1.0452,1.0499,1.0528,1.053,1.0519,1.0496,1.0459,1.0351
motiongpt,007742,20429609,holdout,0.006101,0.003764,0.004941674852158015,1.0,1.0,0.6287,2.8,0,0,1,0,1,0,1.078,1.1113,1.12,1.1102,1.0865,1.0569,1.0239,0.9875
motiongpt,007742,20429610,holdout,0.002725,0.002382,0.0025536600946418934,1.0,1.0,0.0376,4.0,0,0,1,0,1,0,1.7594,1.7562,1.7525,1.7477,1.7414,1.7338,1.7249,1.7041
motiongpt,007777,20430608,calib,0.008671,0.005051,0.006497153225999897,1.0,1.0,0.367,2.2,0,0,1,0,1,0,1.9469,1.9574,1.9741,1.9937,2.0158,2.0408,2.069,2.1312
motiongpt,007777,20430609,calib,0.008671,0.005051,0.006497153225999897,1.0,1.0,0.367,2.2,0,0,1,0,1,0,1.9469,1.9574,1.9741,1.9937,2.0158,2.0408,2.069,2.1312
motiongpt,007777,20430610,calib,0.007729,0.004895,0.0061576484219520436,1.0,1.0,0.0701,2.2,0,0,1,0,1,0,1.9675,1.9814,1.9981,2.0156,2.0342,2.0541,2.0754,2.1243
motiongpt,007811,20431608,calib,0.018014,-0.001938,0.0050657408253312105,0.7578,0.18945,0.9771,6.4,1,0,0,0,1,0,0.7192,0.7231,0.75,0.8053,0.912,1.0996,1.3933,2.2096
motiongpt,007811,20431609,calib,0.018807,-0.002915,0.005076765455147096,0.7773,0.19437,0.9736,6.4,1,0,0,0,1,0,0.8042,0.8129,0.8412,0.9174,1.1133,1.4586,1.9665,3.7413
motiongpt,007811,20431610,calib,0.018014,-0.001938,0.0050657408253312105,0.7578,0.18945,0.9771,6.4,1,0,0,0,1,0,0.7192,0.7231,0.75,0.8053,0.912,1.0996,1.3933,2.2096
motiongpt,008069,20432608,holdout,0.028889,0.001937,0.007960337031316992,0.8546,0.10684,0.1142,9.8,1,0,0,0,1,0,2.8986,2.9001,2.924,2.947,2.9525,2.9469,2.9606,3.0281
motiongpt,008069,20432609,holdout,0.029282,0.001021,0.008502642027643864,0.8542,0.10677,0.1706,9.6,1,0,0,0,1,0,1.2855,1.2658,1.2447,1.2473,1.2747,1.3089,1.35,1.5116
motiongpt,008069,20432610,holdout,0.034325,-0.001695,0.007071148702424974,0.7161,0.07536,0.1407,9.6,1,0,0,0,1,0,4.2471,4.3322,4.4115,4.4998,4.6034,4.7245,4.8519,5.0226
motiongpt,008087,20433608,holdout,0.00412,0.004004,0.003680459820803946,1.0,1.0,0.4511,2.0,0,1,0,0,1,0,5.0622,5.0335,5.007,4.9865,4.9656,4.945,4.9257,4.8934
motiongpt,008087,20433609,holdout,0.00412,0.004004,0.003680459820803946,1.0,1.0,0.4511,2.0,0,1,0,0,1,0,5.0622,5.0335,5.007,4.9865,4.9656,4.945,4.9257,4.8934
motiongpt,008087,20433610,holdout,0.00412,0.004004,0.003680459820803946,1.0,1.0,0.4511,2.0,0,1,0,0,1,0,5.0622,5.0335,5.007,4.9865,4.9656,4.945,4.9257,4.8934
motiongpt,008131,20434608,calib,0.002175,0.001173,0.0020655692914422737,1.0,1.0,0.9858,6.2,0,0,1,0,1,0,4.6385,4.6963,4.7489,4.7944,4.8355,4.8726,4.9104,4.9754
motiongpt,008131,20434609,calib,0.005906,0.003104,0.00421736775483929,0.9315,0.93145,0.2346,6.2,0,0,1,0,1,0,1.464,1.4485,1.4567,1.4911,1.5523,1.6339,1.7409,2.0086
motiongpt,008131,20434610,calib,0.004635,0.00223,0.0033882408813775537,1.0,1.0,0.3013,6.2,0,0,1,0,1,0,2.6277,2.6261,2.6207,2.6162,2.6142,2.6136,2.6126,2.6074
motiongpt,008141,20435608,calib,0.004507,5.6e-05,0.002527840577412031,1.0,1.0,0.1429,5.4,0,0,1,0,1,0,1.8076,1.8108,1.8113,1.8101,1.8078,1.8042,1.7989,1.7871
motiongpt,008141,20435609,calib,0.005257,0.002713,0.0037622351172828064,1.0,1.0,0.1913,8.4,0,0,1,0,1,0,1.5725,1.5799,1.5957,1.6124,1.632,1.6554,1.6751,1.6954
motiongpt,008141,20435610,calib,0.0039,0.001127,0.0023062153530304637,1.0,1.0,0.2437,8.8,0,0,1,0,1,0,1.6002,1.5883,1.576,1.5632,1.5513,1.5394,1.5272,1.5025
motiongpt,008152,20436608,calib,0.032334,-0.002563,0.008310470844890748,0.849,0.1213,0.1093,9.6,0,0,1,0,1,0,9.5371,9.3844,9.1546,8.9407,8.7524,8.6154,8.7339,8.9042
motiongpt,008152,20436609,calib,0.005018,0.002656,0.0033265219356200665,1.0,1.0,0.1209,9.8,0,0,1,0,1,0,2.6751,2.6422,2.6047,2.57,2.5388,2.5138,2.4982,2.5046
motiongpt,008152,20436610,calib,0.001752,0.000804,0.001907020168101611,1.0,1.0,0.9951,9.8,0,0,1,0,1,0,1.8051,1.8136,1.8218,1.83,1.8378,1.8454,1.8529,1.8655
motiongpt,008157,20437608,calib,0.025134,0.000347,0.006780092923424145,0.9187,0.2625,0.9785,4.0,0,0,1,0,1,0,12.2663,12.2404,12.1221,11.8688,11.4686,10.9568,10.4537,9.5026
motiongpt,008157,20437609,calib,0.023542,-0.003941,0.005951594301812804,0.8313,0.2375,0.9757,4.0,0,0,1,0,1,0,10.6881,10.6879,10.6683,10.6216,10.5556,10.4537,10.3672,10.2316
motiongpt,008157,20437610,calib,0.005809,0.00345,0.004342631857983446,1.0,1.0,0.3394,4.0,0,0,1,0,1,0,12.5387,12.5175,12.4919,12.4573,12.4161,12.3666,12.3077,12.1758
motiongpt,008159,20438608,holdout,0.00581,0.002122,0.003836787524872367,1.0,1.0,0.197,9.6,0,0,1,0,1,0,3.0114,3.0127,3.0072,2.9945,2.9757,2.9524,2.9249,2.8527
motiongpt,008159,20438609,holdout,0.019018,0.009678,0.001094630057872594,0.0729,0.07292,0.7502,9.6,0,0,1,0,1,0,9.9247,10.0069,10.0891,10.1435,10.1645,10.1641,10.1318,9.9878
motiongpt,008159,20438610,holdout,0.009626,5.9e-05,0.004463028473067827,0.8854,0.35417,0.7339,9.6,0,0,1,0,1,0,4.4247,4.564,4.734,4.795,4.6115,4.45,4.3438,4.2381
motiongpt,008315,20439608,holdout,0.024963,-0.002108,0.002449604575214503,0.371,0.14839,0.9844,6.2,1,0,0,0,1,0,3.2247,3.1877,3.136,3.1191,3.1166,3.1175,3.1884,3.6589
motiongpt,008315,20439609,holdout,0.02159,-0.003324,0.0024703988112106706,0.4356,0.14523,0.9828,6.6,1,0,0,0,1,0,3.0728,3.0522,3.0344,3.0477,3.09,3.1644,3.316,3.7798
motiongpt,008315,20439610,holdout,0.038597,0.006229,0.008808339572291851,0.8226,0.12653,0.9676,6.2,1,0,0,0,1,0,3.5298,3.4599,3.3602,3.3403,3.7409,4.6953,6.046,7.9636
motiongpt,008333,20440608,calib,0.011647,0.003939,0.005946568161441038,1.0,1.0,0.0401,4.2,0,0,1,0,1,0,1.8835,1.8823,1.8801,1.8782,1.8742,1.8662,1.8586,1.8486
motiongpt,008333,20440609,calib,0.015491,0.008467,0.005822392097318028,0.8667,0.43333,0.202,3.0,0,0,1,0,1,0,0.969,0.9125,0.862,0.8204,0.796,0.793,0.8168,0.9465
motiongpt,008333,20440610,calib,0.015491,0.008467,0.005822392097318028,0.8667,0.43333,0.202,3.0,0,0,1,0,1,0,0.969,0.9125,0.862,0.8204,0.796,0.793,0.8168,0.9465
motiongpt,008349,20441608,holdout,0.004017,0.002454,0.003023015416166328,1.0,1.0,0.4065,3.0,0,1,0,0,1,0,10.0769,10.1219,10.1442,10.1633,10.1874,10.2058,10.2194,10.239
motiongpt,008349,20441609,holdout,0.007002,0.003228,0.004341289162488639,0.975,0.65,0.232,3.0,0,1,0,0,1,0,9.7589,9.8108,9.8583,9.9039,9.9439,9.975,10.0031,10.0469
motiongpt,008349,20441610,holdout,0.007002,0.003228,0.004341289162488639,0.975,0.65,0.232,3.0,0,1,0,0,1,0,9.7589,9.8108,9.8583,9.9039,9.9439,9.975,10.0031,10.0469
motiongpt,008382,20442608,holdout,0.015441,0.007181,0.008097631302279073,0.962,0.48098,0.0762,4.6,0,1,0,0,1,0,1.2006,1.2642,1.3262,1.3909,1.46,1.5274,1.6217,1.9126
motiongpt,008382,20442609,holdout,0.015441,0.007181,0.008097631302279073,0.962,0.48098,0.0762,4.6,0,1,0,0,1,0,1.2006,1.2642,1.3262,1.3909,1.46,1.5274,1.6217,1.9126
motiongpt,008382,20442610,holdout,0.015441,0.007181,0.008097631302279073,0.962,0.48098,0.0762,4.6,0,1,0,0,1,0,1.2006,1.2642,1.3262,1.3909,1.46,1.5274,1.6217,1.9126
motiongpt,008484,20443608,calib,0.008775,0.002881,0.005130636228045927,0.9844,0.98438,0.5922,3.2,0,0,1,0,1,0,4.1532,4.1304,4.111,4.0985,4.1174,4.1331,4.1251,4.1539
motiongpt,008484,20443609,calib,0.022249,0.003505,0.010194296014082732,0.9922,0.66141,0.6862,3.2,0,0,1,0,1,0,4.4591,3.7853,3.1932,2.5631,2.1194,2.1041,2.3819,3.0976
motiongpt,008484,20443610,calib,0.008759,0.001883,0.005787595967786192,1.0,1.0,0.0622,3.2,0,0,1,0,1,0,2.5233,2.4879,2.4537,2.4242,2.3948,2.3739,2.3559,2.3134
motiongpt,008517,20444608,holdout,0.005271,0.001662,0.0035662198137707936,1.0,1.0,0.2421,4.4,0,1,0,0,1,0,2.1635,2.1491,2.1346,2.1208,2.1114,2.1097,2.1191,2.169
motiongpt,008517,20444609,holdout,0.004621,0.000414,0.0023268061562304685,1.0,1.0,0.2934,4.4,0,1,0,0,1,0,1.6383,1.6346,1.6319,1.6297,1.6275,1.6263,1.6251,1.6242
motiongpt,008517,20444610,holdout,0.004621,0.000414,0.0023268061562304685,1.0,1.0,0.2934,4.4,0,1,0,0,1,0,1.6383,1.6346,1.6319,1.6297,1.6275,1.6263,1.6251,1.6242
motiongpt,008528,20445608,calib,0.009411,0.004551,0.005232303647354556,0.6583,0.13167,0.1119,3.0,0,0,1,0,1,0,0.7902,0.8066,0.8139,0.8091,0.7974,0.7858,0.7752,0.7555
motiongpt,008528,20445609,calib,0.021387,0.006504,0.0065272413168385845,0.8382,0.33529,0.199,3.4,0,0,1,0,1,0,1.9726,1.9547,1.9593,1.9803,2.0134,2.0605,2.1074,2.2008
motiongpt,008528,20445610,calib,0.0155,0.007397,0.00860306213400417,1.0,1.0,0.6001,3.4,0,0,1,0,1,0,10.4531,10.4656,10.4414,10.406,10.3669,10.306,10.2078,9.9749
motiongpt,008664,20446608,calib,0.005058,0.002941,0.0031197247093610455,0.92,0.6133,0.388,5.0,0,0,1,0,1,0,3.2191,3.1396,3.0633,3.008,2.9497,2.8832,2.8232,2.7007
motiongpt,008664,20446609,calib,0.005223,0.003106,0.00321393015779876,0.905,0.6033,0.4109,5.0,0,0,1,0,1,0,3.154,3.0654,2.9883,2.9339,2.8799,2.8168,2.7418,2.6181
motiongpt,008664,20446610,calib,0.005223,0.003106,0.00321393015779876,0.905,0.6033,0.4109,5.0,0,0,1,0,1,0,3.154,3.0654,2.9883,2.9339,2.8799,2.8168,2.7418,2.6181
motiongpt,008668,20447608,calib,0.011722,0.001279,0.007864490355328563,0.9821,0.65476,0.1714,4.2,0,0,1,0,1,0,6.135,6.0842,5.9649,5.7994,5.6478,5.5864,5.6019,5.934
motiongpt,008668,20447609,calib,0.002966,0.0016,0.0027362229978570977,1.0,1.0,0.4467,5.2,0,0,1,0,1,0,3.7156,3.719,3.7213,3.7226,3.7225,3.7202,3.7175,3.7081
motiongpt,008668,20447610,calib,0.002847,0.002031,0.002524352257171236,1.0,1.0,0.9612,5.2,0,0,1,0,1,0,3.9622,4.0021,4.0416,4.0818,4.1184,4.1486,4.1716,4.1989
motiongpt,008775,20448608,holdout,0.004097,0.0035,0.003031136951273693,1.0,1.0,0.8657,8.0,0,0,1,0,1,0,5.8916,5.8954,5.9053,5.9161,5.9273,5.9388,5.9509,5.9822
motiongpt,008775,20448609,holdout,0.003704,0.00307,0.002640635090754339,1.0,1.0,0.885,9.6,0,0,1,0,1,0,6.3533,6.3607,6.374,6.391,6.4105,6.4322,6.4572,6.5066
motiongpt,008775,20448610,holdout,0.003635,0.002986,0.002853147196338465,1.0,1.0,0.8468,7.4,0,0,1,0,1,0,5.4932,5.5019,5.5127,5.5235,5.5329,5.5392,5.5433,5.5451
motiongpt,008853,20449608,calib,0.011518,0.009686,0.006664878188837309,0.8523,0.155,0.1684,2.2,0,0,1,0,1,0,6.0563,6.0545,6.0457,6.0307,6.0094,5.9783,5.9401,5.846
motiongpt,008853,20449609,calib,0.010938,0.009034,0.005999208580563972,0.8295,0.16591,0.238,2.2,0,0,1,0,1,0,6.2354,6.2579,6.2794,6.2896,6.292,6.2776,6.2565,6.1957
motiongpt,008853,20449610,calib,0.010938,0.009034,0.005999208580563972,0.8295,0.16591,0.238,2.2,0,0,1,0,1,0,6.2354,6.2579,6.2794,6.2896,6.292,6.2776,6.2565,6.1957
motiongpt,008902,20450608,calib,0.004185,0.003232,0.003533788066426406,1.0,1.0,0.3952,9.6,0,1,0,0,1,0,1.8679,1.8649,1.8695,1.8805,1.8983,1.9231,1.9543,2.0412
motiongpt,008902,20450609,calib,0.008376,0.000478,0.0040073826634409015,1.0,1.0,0.2773,2.0,0,1,0,0,1,0,4.0021,4.0086,4.0078,4.0009,3.9916,3.9757,3.9583,3.9143
motiongpt,008902,20450610,calib,0.007044,0.002651,0.005562463601503418,1.0,1.0,0.6687,9.6,0,1,0,0,1,0,7.2682,7.2159,7.1689,7.1505,7.1627,7.2233,7.3226,7.536
motiongpt,008904,20451608,calib,0.009247,0.002089,0.004958017846309048,0.9796,0.32653,0.6188,9.8,0,0,1,0,1,0,2.767,2.6693,2.5145,2.2768,2.1007,2.0118,2.1376,3.039
motiongpt,008904,20451609,calib,0.007268,0.005983,0.0032941629843960094,0.5,1.0,0.6772,9.8,0,0,1,0,1,0,11.128,11.1444,11.1634,11.1783,11.1882,11.193,11.1931,11.1733
motiongpt,008904,20451610,calib,0.027821,0.011456,0.008143188223561675,0.6097,0.05301,0.2194,9.8,0,0,1,0,1,0,14.5564,14.6047,14.674,14.7219,14.7628,14.8144,14.8342,14.6964
motiongpt,008934,20452608,calib,0.027517,0.001188,0.007344052140678927,0.8542,0.17083,0.9282,4.8,1,0,0,0,1,0,2.9587,2.7613,2.5042,2.2461,1.8926,1.4727,1.3631,1.5913
motiongpt,008934,20452609,calib,0.03061,-0.00071,0.005799329279316075,0.82,0.1822,0.9764,5.0,1,0,0,0,1,0,1.6883,1.713,1.7207,1.7054,1.6501,1.5761,1.4856,1.4503
motiongpt,008934,20452610,calib,0.027163,-0.002598,0.006384139590463451,0.83,0.1844,0.9835,5.0,1,0,0,0,1,0,1.6551,1.6238,1.5844,1.5286,1.4339,1.3268,1.2294,1.2678
motiongpt,008936,20453608,holdout,0.054447,0.000246,0.012764403442559245,0.7734,0.19344,0.6815,3.2,0,0,1,0,1,0,6.3668,6.4674,6.4429,6.3358,6.182,5.8645,5.16,3.9278
motiongpt,008936,20453609,holdout,0.019503,0.006626,0.009383948886340445,0.9375,0.625,0.9668,3.2,0,0,1,0,1,0,11.1109,11.0836,11.0539,11.0169,10.9812,10.9572,10.951,10.9196
motiongpt,008936,20453610,holdout,0.054447,0.000246,0.012764403442559245,0.7734,0.19344,0.6815,3.2,0,0,1,0,1,0,6.3668,6.4674,6.4429,6.3358,6.182,5.8645,5.16,3.9278
motiongpt,009041,20454608,calib,0.016647,0.003423,0.007181646583286748,0.9491,0.31639,0.0601,5.4,0,0,1,0,1,0,1.7338,1.7202,1.7412,1.7817,1.8769,2.0328,2.1667,2.3422
motiongpt,009041,20454609,calib,0.016647,0.003423,0.007181646583286748,0.9491,0.31639,0.0601,5.4,0,0,1,0,1,0,1.7338,1.7202,1.7412,1.7817,1.8769,2.0328,2.1667,2.3422
motiongpt,009041,20454610,calib,0.016947,0.00405,0.007184298185779453,0.9676,0.38704,0.0638,5.4,0,0,1,0,1,0,1.8279,1.8281,1.8556,1.8964,1.9925,2.1576,2.3012,2.5075
motiongpt,009123,20455608,calib,0.091201,-0.005037,0.008237348219844436,0.4643,0.07738,0.9987,4.2,1,0,0,0,1,0,3.7087,3.7414,3.7703,3.7922,3.8122,3.82,3.821,3.8348
motiongpt,009123,20455609,calib,0.092435,-0.004851,0.006643465640936252,0.4342,0.07895,0.999,3.8,1,0,0,0,1,0,3.8381,3.8716,3.9088,3.9325,3.9553,3.9643,3.9609,3.966
motiongpt,009123,20455610,calib,0.057935,-6.7e-05,0.004924035092858456,0.6339,0.15857,0.9993,2.8,1,0,0,0,1,0,4.7049,4.7114,4.7103,4.7022,4.6866,4.656,4.6207,4.5501
motiongpt,009351,20456608,holdout,0.014063,0.003002,0.004849658062068728,0.8304,0.41518,0.1955,5.6,0,0,1,0,1,0,13.5803,13.4944,13.4327,13.3607,13.3156,13.3179,13.3302,13.3457
motiongpt,009351,20456609,holdout,0.004809,0.003964,0.003724177784656902,1.0,1.0,0.9281,5.6,0,0,1,0,1,0,12.5533,12.5617,12.565,12.5661,12.5641,12.5604,12.5539,12.5257
motiongpt,009351,20456610,holdout,0.043428,-0.00252,0.010468536317049689,0.7277,0.11196,0.0578,5.6,0,0,1,0,1,0,7.7809,7.7407,7.6382,7.4067,7.0698,6.7349,6.5108,6.3071
motiongpt,009405,20457608,calib,0.019052,0.003655,0.00758819814619524,0.8382,0.15243,0.7192,6.8,1,0,0,0,1,0,3.9911,3.8556,3.7594,3.709,3.7044,3.6934,3.6519,3.7101
motiongpt,009405,20457609,calib,0.031015,0.006477,0.01558244124066942,0.8971,0.13801,0.1587,6.8,1,0,0,0,1,0,9.6855,9.7278,9.6699,9.604,9.5365,9.3468,9.2308,9.025
motiongpt,009405,20457610,calib,0.019043,0.003666,0.007580217778142684,0.8382,0.15243,0.7218,6.8,1,0,0,0,1,0,3.9889,3.8533,3.7572,3.7072,3.7031,3.6926,3.6524,3.7101
motiongpt,009410,20458608,holdout,0.007807,0.001185,0.0043394418390184635,1.0,1.0,0.2831,9.8,0,0,1,0,1,0,7.342,7.3434,7.3383,7.3265,7.3052,7.2736,7.2376,7.1565
motiongpt,009410,20458609,holdout,0.007807,0.001185,0.0043394418390184635,1.0,1.0,0.2831,9.8,0,0,1,0,1,0,7.342,7.3434,7.3383,7.3265,7.3052,7.2736,7.2376,7.1565
motiongpt,009410,20458610,holdout,0.006641,0.003147,0.0050326387947443665,1.0,1.0,0.3668,9.6,0,0,1,0,1,0,7.1482,7.1196,7.0765,7.0241,6.9542,6.8773,6.7976,6.6263
motiongpt,009443,20459608,holdout,0.009512,0.005105,0.005428997516199255,0.9949,0.66327,0.459,9.8,0,0,1,0,1,0,4.6726,4.6825,4.689,4.692,4.692,4.692,4.6909,4.679
motiongpt,009443,20459609,holdout,0.007229,0.005602,0.005914931262162932,1.0,1.0,0.153,9.8,0,0,1,0,1,0,4.5957,4.6034,4.6003,4.5945,4.5859,4.5733,4.5592,4.5257
motiongpt,009443,20459610,holdout,0.01091,0.003541,0.0059721403173879865,0.987,0.65797,0.389,9.6,0,0,1,0,1,0,3.9987,3.904,3.8088,3.8228,3.8209,3.8326,3.887,4.2225
motiongpt,009449,20460608,holdout,0.003616,0.002163,0.0029839716052203393,1.0,1.0,0.2479,8.8,0,0,1,0,1,0,2.4845,2.4889,2.4736,2.4445,2.4027,2.3486,2.2855,2.1445
motiongpt,009449,20460609,holdout,0.005127,0.003285,0.00407508170800491,1.0,1.0,0.1857,8.2,0,0,1,0,1,0,3.0136,3.0329,3.0342,3.0267,3.0214,3.0159,3.0233,3.0925
motiongpt,009449,20460610,holdout,0.005017,0.003359,0.0035119192873331695,1.0,1.0,0.3961,5.4,0,0,1,0,1,0,3.3012,3.314,3.3187,3.3101,3.2916,3.2616,3.2215,3.1157
motiongpt,009562,20461608,holdout,0.055863,0.027607,0.007729221190564007,0.1012,0.0675,0.9781,4.2,1,0,0,0,1,0,2.8952,2.8872,2.9037,2.8644,2.8685,2.9525,3.0212,3.1788
motiongpt,009562,20461609,holdout,0.055863,0.027607,0.007729221190564007,0.1012,0.0675,0.9781,4.2,1,0,0,0,1,0,2.8952,2.8872,2.9037,2.8644,2.8685,2.9525,3.0212,3.1788
motiongpt,009562,20461610,holdout,0.055863,0.027607,0.007729221190564007,0.1012,0.0675,0.9781,4.2,1,0,0,0,1,0,2.8952,2.8872,2.9037,2.8644,2.8685,2.9525,3.0212,3.1788
motiongpt,009710,20462608,holdout,0.006023,0.005097,0.003841443760660336,0.9702,0.64679,0.5394,4.2,0,1,0,0,1,0,3.2561,3.2577,3.2615,3.2669,3.274,3.2815,3.2894,3.3108
motiongpt,009710,20462609,holdout,0.006394,0.005542,0.0037634898244734197,0.9187,0.3675,0.2127,4.0,0,1,0,0,1,0,3.409,3.4127,3.4202,3.4336,3.4535,3.4715,3.4882,3.5202
motiongpt,009710,20462610,holdout,0.004942,0.003288,0.004229212892875332,1.0,1.0,0.5694,6.6,0,1,0,0,1,0,3.4859,3.4939,3.5032,3.5141,3.5265,3.5407,3.5576,3.5987
motiongpt,009716,20463608,calib,0.003516,0.002242,0.0029125058039769646,0.9949,0.9949,0.4173,9.8,0,0,1,0,1,0,1.7103,1.7152,1.7112,1.7036,1.6898,1.6723,1.6492,1.595
motiongpt,009716,20463609,calib,0.004852,0.003233,0.003846570866683559,0.9847,0.65648,0.112,9.8,0,0,1,0,1,0,1.9801,1.9479,1.9035,1.8536,1.8103,1.7877,1.7949,1.8739
motiongpt,009716,20463610,calib,0.003516,0.002242,0.0029125058039769646,0.9949,0.9949,0.4173,9.8,0,0,1,0,1,0,1.7103,1.7152,1.7112,1.7036,1.6898,1.6723,1.6492,1.595
motiongpt,009727,20464608,calib,0.022419,-0.00126,0.008020058807079487,0.8224,0.20559,0.9563,7.6,0,0,1,0,1,0,2.7394,2.6712,2.5998,2.5284,2.4629,2.4004,2.3359,2.1792
motiongpt,009727,20464609,calib,0.03329,0.001857,0.01165408944109318,0.7599,0.12664,0.184,7.6,0,0,1,0,1,0,1.659,1.5793,1.4883,1.393,1.3273,1.2801,1.2796,1.655
