gen,sid,seed,foot_skate,path_gain_AFTER_ACTION,mm_orig,mm_corr,dmm,split
motiongpt,006980,20416609,0.006014,0.8397,1.0747,0.9121,-0.1626,calib
motiongpt,006980,20416610,0.008271,0.7436,0.9297,0.9242,-0.0056,calib
motiongpt,006987,20417608,0.004545,1.0112,5.4706,5.3666,-0.104,holdout
motiongpt,006987,20417609,0.008136,0.6994,4.1947,4.0625,-0.1322,holdout
motiongpt,006987,20417610,0.011467,0.5242,6.6586,5.5735,-1.0851,holdout
motiongpt,007097,20418608,0.010316,0.6914,2.2611,2.3854,0.1243,holdout
motiongpt,007097,20418609,0.009525,0.7888,5.7026,5.7173,0.0148,holdout
motiongpt,007097,20418610,0.007163,0.8956,2.9486,3.1799,0.2313,holdout
motiongpt,007134,20419608,0.007333,0.8139,1.004,1.0156,0.0115,calib
motiongpt,007134,20419609,0.007693,0.7834,1.0241,1.0348,0.0107,calib
motiongpt,007134,20419610,0.006304,0.7902,1.1483,1.1259,-0.0225,calib
motiongpt,007314,20420608,0.007027,0.767,0.8811,1.0252,0.1441,calib
motiongpt,007314,20420609,0.002154,1.1462,1.383,1.2718,-0.1112,calib
motiongpt,007314,20420610,0.004615,0.7802,0.8353,0.7358,-0.0996,calib
motiongpt,007409,20421608,0.006537,1.021,1.7022,1.9129,0.2107,holdout
motiongpt,007409,20421609,0.004871,0.8978,7.3057,7.6046,0.2989,holdout
motiongpt,007409,20421610,0.009822,0.6479,3.4938,3.3265,-0.1674,holdout
motiongpt,007459,20422608,0.005763,2.4708,1.3065,1.3009,-0.0056,holdout
motiongpt,007459,20422609,0.004285,6.6084,1.394,1.3787,-0.0153,holdout
motiongpt,007459,20422610,0.003376,5.1869,1.2874,1.282,-0.0053,holdout
motiongpt,007540,20423608,0.002969,1.5689,1.3547,1.3397,-0.0151,holdout
motiongpt,007540,20423609,0.002969,1.5689,1.3547,1.3397,-0.0151,holdout
motiongpt,007540,20423610,0.002412,2.9372,1.4379,1.428,-0.0099,holdout
motiongpt,007624,20424608,0.004552,1.0335,6.2127,6.1281,-0.0846,calib
motiongpt,007624,20424609,0.005212,0.6894,3.3536,3.3682,0.0146,calib
motiongpt,007624,20424610,0.011719,1.474,3.2354,3.0465,-0.1889,calib
motiongpt,007626,20425608,0.007709,0.7147,2.9717,2.6206,-0.3511,calib
motiongpt,007626,20425609,0.007709,0.7147,2.9717,2.6206,-0.3511,calib
motiongpt,007626,20425610,0.007709,0.7147,2.9717,2.6206,-0.3511,calib
motiongpt,007675,20426608,0.00307,2.9594,6.0718,6.1622,0.0904,calib
motiongpt,007675,20426609,0.002414,2.8775,5.1796,5.2823,0.1027,calib
motiongpt,007675,20426610,0.002449,3.0043,6.1315,6.2565,0.1251,calib
motiongpt,007695,20427608,0.009952,0.7253,5.1375,5.2441,0.1067,holdout
motiongpt,007695,20427609,0.010864,0.6371,4.9521,4.5266,-0.4255,holdout
motiongpt,007695,20427610,0.004029,2.2908,11.997,10.2232,-1.7738,holdout
motiongpt,007715,20428608,0.005179,1.1359,3.5265,3.7581,0.2316,calib
motiongpt,007715,20428609,0.007225,0.7206,1.8562,2.7257,0.8695,calib
motiongpt,007715,20428610,0.008194,0.7334,3.3997,3.8911,0.4915,calib
motiongpt,007742,20429608,0.00374,1.3964,1.0452,1.0519,0.0066,holdout
motiongpt,007742,20429609,0.004942,1.3495,1.078,1.0865,0.0085,holdout
motiongpt,007742,20429610,0.002554,3.1718,1.7594,1.7414,-0.018,holdout
motiongpt,007777,20430608,0.006497,1.5152,1.9469,2.0158,0.0688,calib
motiongpt,007777,20430609,0.006497,1.5152,1.9469,2.0158,0.0688,calib
motiongpt,007777,20430610,0.006158,1.5677,1.9675,2.0342,0.0667,calib
motiongpt,007811,20431608,0.005066,0.8676,0.7192,0.912,0.1928,calib
motiongpt,007811,20431609,0.005077,0.803,0.8042,1.1133,0.3091,calib
motiongpt,007811,20431610,0.005066,0.8676,0.7192,0.912,0.1928,calib
motiongpt,008069,20432608,0.00796,0.7916,2.8986,2.9525,0.0539,holdout
motiongpt,008069,20432609,0.008503,0.777,1.2855,1.2747,-0.0108,holdout
motiongpt,008069,20432610,0.007071,0.858,4.2471,4.6034,0.3563,holdout
motiongpt,008087,20433608,0.00368,19.0866,5.0622,4.9656,-0.0966,holdout
motiongpt,008087,20433609,0.00368,19.0866,5.0622,4.9656,-0.0966,holdout
motiongpt,008087,20433610,0.00368,19.0866,5.0622,4.9656,-0.0966,holdout
motiongpt,008131,20434608,0.002066,1.0497,4.6385,4.8355,0.1971,calib
motiongpt,008131,20434609,0.004217,1.1086,1.464,1.5523,0.0883,calib
motiongpt,008131,20434610,0.003388,1.1805,2.6277,2.6142,-0.0135,calib
motiongpt,008141,20435608,0.002528,0.8157,1.8076,1.8078,0.0002,calib
motiongpt,008141,20435609,0.003762,1.4438,1.5725,1.632,0.0594,calib
motiongpt,008141,20435610,0.002306,0.989,1.6002,1.5513,-0.0489,calib
motiongpt,008152,20436608,0.00831,0.7501,9.5371,8.7524,-0.7847,calib
motiongpt,008152,20436609,0.003327,1.4188,2.6751,2.5388,-0.1363,calib
motiongpt,008152,20436610,0.001907,0.733,1.8051,1.8378,0.0327,calib
motiongpt,008157,20437608,0.00678,0.8027,12.2663,11.4686,-0.7978,calib
motiongpt,008157,20437609,0.005952,0.9054,10.6881,10.5556,-0.1325,calib
motiongpt,008157,20437610,0.004343,1.4711,12.5387,12.4161,-0.1226,calib
motiongpt,008159,20438608,0.003837,1.0561,3.0114,2.9757,-0.0357,holdout
motiongpt,008159,20438609,0.001095,1.9408,9.9247,10.1645,0.2398,holdout
motiongpt,008159,20438610,0.004463,0.7863,4.4247,4.6115,0.1869,holdout
motiongpt,008315,20439608,0.00245,1.2373,3.2247,3.1166,-0.108,holdout
motiongpt,008315,20439609,0.00247,0.9771,3.0728,3.09,0.0172,holdout
motiongpt,008315,20439610,0.008808,0.6991,3.5298,3.7409,0.2111,holdout
motiongpt,008333,20440608,0.005947,1.0933,1.8835,1.8742,-0.0093,calib
motiongpt,008333,20440609,0.005822,1.514,0.969,0.796,-0.173,calib
motiongpt,008333,20440610,0.005822,1.514,0.969,0.796,-0.173,calib
motiongpt,008349,20441608,0.003023,1.5951,10.0769,10.1874,0.1105,holdout
motiongpt,008349,20441609,0.004341,1.0806,9.7589,9.9439,0.185,holdout
motiongpt,008349,20441610,0.004341,1.0806,9.7589,9.9439,0.185,holdout
motiongpt,008382,20442608,0.008098,1.326,1.2006,1.46,0.2595,holdout
motiongpt,008382,20442609,0.008098,1.326,1.2006,1.46,0.2595,holdout
motiongpt,008382,20442610,0.008098,1.326,1.2006,1.46,0.2595,holdout
motiongpt,008484,20443608,0.005131,0.8217,4.1532,4.1174,-0.0358,calib
motiongpt,008484,20443609,0.010194,0.5838,4.4591,2.1194,-2.3398,calib
motiongpt,008484,20443610,0.005788,0.8309,2.5233,2.3948,-0.1285,calib
motiongpt,008517,20444608,0.003566,1.0301,2.1635,2.1114,-0.0521,holdout
motiongpt,008517,20444609,0.002327,0.8875,1.6383,1.6275,-0.0108,holdout
motiongpt,008517,20444610,0.002327,0.8875,1.6383,1.6275,-0.0108,holdout
motiongpt,008528,20445608,0.005232,1.0705,0.7902,0.7974,0.0072,calib
motiongpt,008528,20445609,0.006527,0.8091,1.9726,2.0134,0.0409,calib
motiongpt,008528,20445610,0.008603,1.0766,10.4531,10.3669,-0.0862,calib
motiongpt,008664,20446608,0.00312,1.3774,3.2191,2.9497,-0.2695,calib
motiongpt,008664,20446609,0.003214,1.3886,3.154,2.8799,-0.2741,calib
motiongpt,008664,20446610,0.003214,1.3886,3.154,2.8799,-0.2741,calib
motiongpt,008668,20447608,0.007864,0.5056,6.135,5.6478,-0.4871,calib
motiongpt,008668,20447609,0.002736,0.9985,3.7156,3.7225,0.0069,calib
motiongpt,008668,20447610,0.002524,1.4218,3.9622,4.1184,0.1562,calib
motiongpt,008775,20448608,0.003031,4.6108,5.8916,5.9273,0.0356,holdout
motiongpt,008775,20448609,0.002641,4.0809,6.3533,6.4105,0.0571,holdout
motiongpt,008775,20448610,0.002853,4.1957,5.4932,5.5329,0.0397,holdout
motiongpt,008853,20449608,0.006665,1.6329,6.0563,6.0094,-0.0469,calib
motiongpt,008853,20449609,0.005999,2.0518,6.2354,6.292,0.0566,calib
motiongpt,008853,20449610,0.005999,2.0518,6.2354,6.292,0.0566,calib
motiongpt,008902,20450608,0.003534,2.5441,1.8679,1.8983,0.0304,calib
motiongpt,008902,20450609,0.004007,0.8952,4.0021,3.9916,-0.0105,calib
motiongpt,008902,20450610,0.005562,0.8701,7.2682,7.1627,-0.1055,calib
motiongpt,008904,20451608,0.004958,0.6716,2.767,2.1007,-0.6663,calib
motiongpt,008904,20451609,0.003294,2.8467,11.128,11.1882,0.0602,calib
motiongpt,008904,20451610,0.008143,0.8559,14.5564,14.7628,0.2063,calib
motiongpt,008934,20452608,0.007344,0.7298,2.9587,1.8926,-1.0662,calib
motiongpt,008934,20452609,0.005799,0.8843,1.6883,1.6501,-0.0382,calib
motiongpt,008934,20452610,0.006384,0.8609,1.6551,1.4339,-0.2213,calib
motiongpt,008936,20453608,0.012764,0.7545,6.3668,6.182,-0.1848,holdout
motiongpt,008936,20453609,0.009384,0.8779,11.1109,10.9812,-0.1296,holdout
motiongpt,008936,20453610,0.012764,0.7545,6.3668,6.182,-0.1848,holdout
motiongpt,009041,20454608,0.007182,0.8797,1.7338,1.8769,0.1432,calib
motiongpt,009041,20454609,0.007182,0.8797,1.7338,1.8769,0.1432,calib
motiongpt,009041,20454610,0.007184,0.8027,1.8279,1.9925,0.1646,calib
motiongpt,009123,20455608,0.008237,0.9187,3.7087,3.8122,0.1035,calib
motiongpt,009123,20455609,0.006643,0.9211,3.8381,3.9553,0.1172,calib
motiongpt,009123,20455610,0.004924,0.8813,4.7049,4.6866,-0.0183,calib
motiongpt,009351,20456608,0.00485,0.9904,13.5803,13.3156,-0.2647,holdout
motiongpt,009351,20456609,0.003724,2.8455,12.5533,12.5641,0.0109,holdout
motiongpt,009351,20456610,0.010469,0.636,7.7809,7.0698,-0.7111,holdout
motiongpt,009405,20457608,0.007588,0.7838,3.9911,3.7044,-0.2867,calib
motiongpt,009405,20457609,0.015582,0.6256,9.6855,9.5365,-0.1489,calib
motiongpt,009405,20457610,0.00758,0.7844,3.9889,3.7031,-0.2858,calib
motiongpt,009410,20458608,0.004339,0.835,7.342,7.3052,-0.0369,holdout
motiongpt,009410,20458609,0.004339,0.835,7.342,7.3052,-0.0369,holdout
motiongpt,009410,20458610,0.005033,1.1555,7.1482,6.9542,-0.1941,holdout
motiongpt,009443,20459608,0.005429,1.1688,4.6726,4.692,0.0194,holdout
motiongpt,009443,20459609,0.005915,2.1818,4.5957,4.5859,-0.0098,holdout
motiongpt,009443,20459610,0.005972,0.9438,3.9987,3.8209,-0.1778,holdout
motiongpt,009449,20460608,0.002984,1.3047,2.4845,2.4027,-0.0819,holdout
motiongpt,009449,20460609,0.004075,1.6709,3.0136,3.0214,0.0078,holdout
motiongpt,009449,20460610,0.003512,1.953,3.3012,3.2916,-0.0096,holdout
motiongpt,009562,20461608,0.007729,1.2397,2.8952,2.8685,-0.0268,holdout
motiongpt,009562,20461609,0.007729,1.2397,2.8952,2.8685,-0.0268,holdout
motiongpt,009562,20461610,0.007729,1.2397,2.8952,2.8685,-0.0268,holdout
motiongpt,009710,20462608,0.003841,2.5769,3.2561,3.274,0.0179,holdout
motiongpt,009710,20462609,0.003763,3.5042,3.409,3.4535,0.0446,holdout
motiongpt,009710,20462610,0.004229,1.5814,3.4859,3.5265,0.0405,holdout
motiongpt,009716,20463608,0.002913,1.2701,1.7103,1.6898,-0.0204,calib
motiongpt,009716,20463609,0.003847,1.6173,1.9801,1.8103,-0.1697,calib
motiongpt,009716,20463610,0.002913,1.2701,1.7103,1.6898,-0.0204,calib
motiongpt,009727,20464608,0.00802,0.9297,2.7394,2.4629,-0.2764,calib
motiongpt,009727,20464609,0.011654,0.6285,1.659,1.3273,-0.3317,calib
motiongpt,009727,20464610,0.007485,1.201,1.7579,1.7887,0.0308,calib
motiongpt,009749,20465608,0.002177,0.9171,2.8353,2.8305,-0.0048,holdout
motiongpt,009749,20465609,0.003014,1.6478,2.4708,2.5503,0.0795,holdout
motiongpt,009749,20465610,0.002934,1.1429,1.3869,1.4347,0.0478,holdout
motiongpt,009762,20466608,0.007402,0.8055,1.0777,0.9958,-0.0819,holdout
motiongpt,009762,20466609,0.003135,0.8102,1.4516,1.5766,0.125,holdout
motiongpt,009762,20466610,0.003588,0.8978,1.9006,2.085,0.1845,holdout
motiongpt,009776,20467608,0.006161,0.8947,3.1856,2.9637,-0.2219,holdout
motiongpt,009776,20467609,0.002529,6.1205,14.5677,14.5578,-0.01,holdout
motiongpt,009776,20467610,0.015394,0.3783,7.8653,6.6107,-1.2545,holdout
motiongpt,009924,20468608,0.006125,0.8373,7.956,7.9397,-0.0163,holdout
motiongpt,009924,20468609,0.008348,0.8813,3.4033,3.1827,-0.2206,holdout
motiongpt,009924,20468610,0.005735,3.2462,6.393,5.6157,-0.7773,holdout
motiongpt,009945,20469608,0.007937,0.8465,8.5447,8.3231,-0.2216,calib
motiongpt,009945,20469609,0.008421,0.5135,5.5922,6.1693,0.5771,calib
motiongpt,009945,20469610,0.005781,0.83,10.5889,10.5957,0.0069,calib
motiongpt,009996,20470608,0.003559,1.3527,7.9097,7.9966,0.0869,calib
motiongpt,009996,20470609,0.002408,0.7798,2.5579,2.5619,0.004,calib
motiongpt,009996,20470610,0.003092,1.6833,1.5444,1.4874,-0.057,calib
motiongpt,010037,20471608,0.003827,1.0504,8.85,8.9082,0.0582,calib
motiongpt,010037,20471609,0.00758,0.9812,3.0478,3.1716,0.1238,calib
motiongpt,010037,20471610,0.008968,1.0349,3.1569,3.1656,0.0088,calib
motiongpt,010043,20472608,0.009632,0.5881,3.3114,3.0176,-0.2937,calib
motiongpt,010043,20472609,0.004338,1.4523,4.5622,4.4877,-0.0745,calib
motiongpt,010043,20472610,0.010256,0.5684,3.2455,3.2276,-0.0178,calib
motiongpt,010076,20473608,0.004521,1.0403,6.2647,5.9485,-0.3162,holdout
motiongpt,010076,20473609,0.003905,0.9807,2.0104,2.2991,0.2887,holdout
motiongpt,010076,20473610,0.004598,1.0509,6.302,5.8845,-0.4174,holdout
motiongpt,010116,20474608,0.008399,0.8682,4.348,3.9361,-0.4119,holdout
motiongpt,010116,20474609,0.005588,0.8219,6.762,6.9591,0.1971,holdout
motiongpt,010116,20474610,0.010634,0.8464,6.7171,7.111,0.3939,holdout
motiongpt,010135,20475608,0.004498,6.2934,1.0029,0.9929,-0.0099,holdout
motiongpt,010135,20475609,0.005251,6.2651,1.0644,1.1186,0.0542,holdout
motiongpt,010135,20475610,0.004692,13.9974,1.7213,1.7129,-0.0084,holdout
motiongpt,010142,20476608,0.003186,1.6156,3.0166,2.9919,-0.0247,holdout
motiongpt,010142,20476609,0.002538,1.0687,5.5963,5.5952,-0.0011,holdout
motiongpt,010142,20476610,0.002538,1.0687,5.5963,5.5952,-0.0011,holdout
motiongpt,010150,20477608,0.005146,1.1474,4.8276,3.4675,-1.3601,calib
motiongpt,010150,20477609,0.003258,3.4631,5.4953,5.4699,-0.0254,calib
motiongpt,010150,20477610,0.002796,1.2871,3.3588,3.3335,-0.0253,calib
motiongpt,010161,20478608,0.002964,1.231,3.8122,3.7875,-0.0248,calib
motiongpt,010161,20478609,0.002964,1.231,3.8122,3.7875,-0.0248,calib
motiongpt,010161,20478610,0.003012,1.8112,3.7009,3.6629,-0.038,calib
motiongpt,010199,20479608,0.003508,2.7942,4.2527,4.2457,-0.007,calib
motiongpt,010199,20479609,0.004847,1.5968,2.6158,2.5548,-0.0611,calib
motiongpt,010199,20479610,0.009464,0.8256,6.3112,6.0598,-0.2514,calib
motiongpt,010226,20480608,0.00508,1.4131,5.174,5.1618,-0.0122,holdout
motiongpt,010226,20480609,0.005156,1.0177,2.8344,2.8453,0.0109,holdout
motiongpt,010226,20480610,0.004631,1.4159,1.2246,1.2137,-0.0109,holdout
motiongpt,010248,20481608,0.00241,2.7999,2.0932,1.8377,-0.2555,holdout
motiongpt,010248,20481609,0.000654,3.9083,3.0926,2.623,-0.4696,holdout
motiongpt,010248,20481610,0.00241,2.7999,2.0932,1.8377,-0.2555,holdout
motiongpt,010254,20482608,0.005729,2.7318,10.9974,11.0785,0.0812,holdout
motiongpt,010254,20482609,0.00386,0.773,12.1587,12.0273,-0.1314,holdout
motiongpt,010254,20482610,0.004952,0.8757,11.3561,10.6958,-0.6603,holdout
motiongpt,010315,20483608,0.007331,0.7598,3.9549,4.1258,0.1709,calib
motiongpt,010315,20483609,0.00074,1.756,5.548,5.4601,-0.0879,calib
motiongpt,010315,20483610,0.011847,0.5711,6.1013,6.0064,-0.0949,calib
motiongpt,010388,20484608,0.005279,3.7296,2.4545,2.4075,-0.047,calib
motiongpt,010388,20484609,0.002782,3.2881,4.007,4.5851,0.5781,calib
motiongpt,010388,20484610,0.004847,3.6186,2.4056,2.3527,-0.0528,calib
motiongpt,010409,20485608,0.004763,0.542,3.3603,3.9042,0.5438,calib
motiongpt,010409,20485609,0.002922,0.9851,5.6985,5.5968,-0.1017,calib
motiongpt,010409,20485610,0.003938,0.7456,5.2714,2.6686,-2.6028,calib
motiongpt,010447,20486608,0.00695,0.9071,5.2557,5.2885,0.0328,holdout
motiongpt,010447,20486609,0.005952,1.7108,1.5944,1.746,0.1516,holdout
motiongpt,010447,20486610,0.00695,0.9071,5.2557,5.2885,0.0328,holdout
motiongpt,010553,20487608,0.000636,1.1258,2.7375,3.6457,0.9082,calib
motiongpt,010553,20487609,0.021245,6.1062,4.2808,3.7086,-0.5721,calib
motiongpt,010553,20487610,0.002824,1.3234,4.616,4.508,-0.108,calib
motiongpt,010557,20488608,0.002588,2.9377,4.5223,4.4722,-0.05,holdout
motiongpt,010557,20488609,0.003433,0.7302,4.4962,4.4607,-0.0355,holdout
motiongpt,010557,20488610,0.003433,0.7302,4.4962,4.4607,-0.0355,holdout
motiongpt,010563,20489608,0.004601,1.34,3.6444,3.5986,-0.0458,calib
motiongpt,010563,20489609,0.006933,1.0288,2.9893,3.038,0.0488,calib
motiongpt,010563,20489610,0.002492,2.7473,3.2619,3.2567,-0.0052,calib
motiongpt,010617,20490608,0.003299,1.2337,2.8435,2.8494,0.0059,holdout
motiongpt,010617,20490609,0.003076,1.2501,1.6876,1.872,0.1844,holdout
motiongpt,010617,20490610,0.003328,1.2589,2.789,2.7034,-0.0856,holdout
motiongpt,010618,20491608,0.007984,0.757,1.0797,1.3602,0.2805,calib
motiongpt,010618,20491609,0.003379,1.1715,13.3845,13.3938,0.0092,calib
motiongpt,010618,20491610,0.005114,0.8999,1.1582,1.2602,0.102,calib
motiongpt,010784,20492608,0.001687,0.9975,9.5393,9.4973,-0.042,calib
motiongpt,010784,20492609,0.005409,0.8402,1.4044,1.3985,-0.0059,calib
motiongpt,010784,20492610,0.004829,1.9062,6.0852,5.9179,-0.1673,calib
motiongpt,010843,20493608,0.002874,4.6875,3.4336,3.3316,-0.102,holdout
motiongpt,010843,20493609,0.00279,4.6655,3.3138,3.2201,-0.0938,holdout
motiongpt,010843,20493610,0.003073,4.4303,3.7329,3.7,-0.033,holdout
motiongpt,010938,20494608,0.004207,0.9411,3.1453,2.9583,-0.187,holdout
motiongpt,010938,20494609,0.004207,0.9411,3.1453,2.9583,-0.187,holdout
motiongpt,010938,20494610,0.004753,0.9622,3.3033,3.3471,0.0439,holdout
motiongpt,010945,20495608,0.008297,0.7586,3.1619,3.722,0.5601,holdout
motiongpt,010945,20495609,0.008137,0.7564,3.0989,3.6254,0.5265,holdout
motiongpt,010945,20495610,0.010813,0.642,2.3343,3.7784,1.4441,holdout
motiongpt,010956,20496608,0.004802,4.6322,5.3656,4.9518,-0.4138,holdout
motiongpt,010956,20496609,0.004896,6.0536,5.1677,4.6653,-0.5024,holdout
motiongpt,010956,20496610,0.004802,4.6322,5.3656,4.9518,-0.4138,holdout
motiongpt,011046,20497608,0.005079,0.9096,1.8349,1.3094,-0.5255,calib
motiongpt,011046,20497609,0.003387,0.9021,1.6891,1.4483,-0.2408,calib
motiongpt,011046,20497610,0.005079,0.9096,1.8349,1.3094,-0.5255,calib
motiongpt,011101,20498608,0.006149,0.9929,1.0593,1.0521,-0.0072,calib
motiongpt,011101,20498609,0.006149,0.9929,1.0593,1.0521,-0.0072,calib
motiongpt,011101,20498610,0.006149,0.9929,1.0593,1.0521,-0.0072,calib
motiongpt,011223,20499608,0.002189,2.0372,7.332,7.4424,0.1104,holdout
motiongpt,011223,20499609,0.005449,0.8578,3.4321,3.2652,-0.1668,holdout
motiongpt,011223,20499610,0.010233,0.7433,12.9864,12.7102,-0.2761,holdout
motiongpt,011284,20500608,0.006194,0.7775,1.5098,1.6145,0.1047,holdout
motiongpt,011284,20500609,0.006194,0.7775,1.5098,1.6145,0.1047,holdout
motiongpt,011284,20500610,0.006194,0.7775,1.5098,1.6145,0.1047,holdout
motiongpt,011340,20501608,0.007631,0.5864,2.3355,1.6529,-0.6826,holdout
motiongpt,011340,20501609,0.007564,0.4652,3.1683,1.9801,-1.1882,holdout
motiongpt,011340,20501610,0.007961,0.5825,2.3443,1.6772,-0.6671,holdout
motiongpt,011397,20502608,0.006977,0.7871,1.6596,2.2007,0.5412,holdout
motiongpt,011397,20502609,0.00686,0.7918,1.6807,2.224,0.5433,holdout
motiongpt,011397,20502610,0.007105,0.7727,1.3578,1.868,0.5102,holdout
motiongpt,011402,20503608,0.007077,0.8114,6.3835,6.4627,0.0792,holdout
motiongpt,011402,20503609,0.004137,0.7755,11.5197,11.6595,0.1398,holdout
motiongpt,011402,20503610,0.003856,0.9815,2.8033,3.2051,0.4018,holdout
motiongpt,011643,20504608,0.006736,1.3293,1.121,0.9275,-0.1934,holdout
motiongpt,011643,20504609,0.005087,1.1111,0.8579,0.8574,-0.0005,holdout
motiongpt,011643,20504610,0.007039,1.5638,0.9965,0.8435,-0.153,holdout
motiongpt,011731,20505608,0.004377,6.1351,5.3245,5.4829,0.1584,calib
motiongpt,011731,20505609,0.004145,5.5207,5.2599,5.3559,0.096,calib
motiongpt,011731,20505610,0.003887,5.3252,5.3688,5.4073,0.0385,calib
motiongpt,011743,20506608,0.004827,1.372,2.6617,2.6369,-0.0248,calib
motiongpt,011743,20506609,0.004827,1.372,2.6617,2.6369,-0.0248,calib
motiongpt,011797,20507608,0.005997,1.1447,0.9194,0.9686,0.0492,holdout
motiongpt,011797,20507609,0.006008,1.0478,1.1904,1.3148,0.1243,holdout
motiongpt,011797,20507610,0.006006,1.1295,0.9918,1.0246,0.0327,holdout
motiongpt,011805,20508608,0.004629,0.5923,2.9795,4.3899,1.4104,calib
motiongpt,011805,20508609,0.008316,0.7161,2.2527,2.6058,0.3531,calib
motiongpt,011805,20508610,0.004629,0.5923,2.9795,4.3899,1.4104,calib
motiongpt,011806,20509608,0.003583,0.9483,1.7443,1.7758,0.0315,holdout
motiongpt,011806,20509609,0.003583,0.9483,1.7443,1.7758,0.0315,holdout
motiongpt,011806,20509610,0.005016,0.8047,2.0644,2.2183,0.1538,holdout
motiongpt,011823,20510608,0.00477,1.0007,2.4684,2.4073,-0.0611,holdout
motiongpt,011823,20510609,0.00477,1.0007,2.4684,2.4073,-0.0611,holdout
motiongpt,011823,20510610,0.008717,0.742,11.9255,11.4926,-0.4329,holdout
motiongpt,011864,20511608,0.004315,1.4173,3.383,3.3719,-0.0111,calib
motiongpt,011864,20511609,0.004315,1.4173,3.383,3.3719,-0.0111,calib
motiongpt,011864,20511610,0.004122,1.3678,3.4312,3.4578,0.0266,calib
motiongpt,012219,20512608,0.00566,1.0236,4.0352,3.9983,-0.0368,holdout
motiongpt,012219,20512609,0.00566,1.0236,4.0352,3.9983,-0.0368,holdout
motiongpt,012219,20512610,0.00566,1.0236,4.0352,3.9983,-0.0368,holdout
motiongpt,012290,20513608,0.002343,1.1615,1.1712,1.3454,0.1742,calib
motiongpt,012290,20513609,0.00249,1.0075,3.291,3.2935,0.0025,calib
motiongpt,012290,20513610,0.001749,0.863,1.1392,1.0181,-0.1211,calib
motiongpt,012355,20514608,0.003453,0.792,10.3574,10.0977,-0.2597,holdout
motiongpt,012355,20514609,0.004891,1.1664,5.4094,5.4307,0.0213,holdout
motiongpt,012355,20514610,0.004891,1.1664,5.4094,5.4307,0.0213,holdout
motiongpt,012388,20515608,0.005615,0.9699,3.2237,3.1918,-0.0318,holdout
motiongpt,012388,20515609,0.014265,0.9276,5.4346,5.715,0.2804,holdout
motiongpt,012388,20515610,0.008686,0.7727,5.8978,6.0195,0.1217,holdout
motiongpt,012400,20516608,0.006964,1.1877,2.6311,2.6624,0.0312,holdout
motiongpt,012400,20516609,0.005029,1.0117,12.1272,12.4146,0.2874,holdout
motiongpt,012400,20516610,0.005029,1.0117,12.1272,12.4146,0.2874,holdout
motiongpt,012423,20517608,0.003784,1.0285,2.4451,2.2813,-0.1638,calib
motiongpt,012423,20517609,0.003784,1.0285,2.4451,2.2813,-0.1638,calib
motiongpt,012423,20517610,0.003784,1.0285,2.4451,2.2813,-0.1638,calib
motiongpt,012492,20518608,0.002753,4.1059,3.1396,3.2134,0.0738,calib
motiongpt,012492,20518609,0.00213,2.2383,2.8768,2.8867,0.01,calib
motiongpt,012492,20518610,0.002112,2.217,2.8238,2.8555,0.0316,calib
motiongpt,012495,20519608,0.007567,0.7635,1.0385,1.2109,0.1723,calib
motiongpt,012495,20519609,0.008258,0.6928,0.9501,1.31,0.3599,calib
motiongpt,012495,20519610,0.008258,0.6928,0.9501,1.31,0.3599,calib
motiongpt,012579,20520608,0.002511,4.728,1.2503,1.6809,0.4307,calib
motiongpt,012579,20520609,0.002511,4.728,1.2503,1.6809,0.4307,calib
motiongpt,012579,20520610,0.003187,1.0425,1.9543,1.9696,0.0153,calib
motiongpt,012595,20521608,0.004906,0.7886,0.9041,0.9395,0.0354,holdout
motiongpt,012595,20521609,0.006686,0.5513,0.773,0.9195,0.1466,holdout
motiongpt,012595,20521610,0.008796,0.5781,0.8443,1.0274,0.1831,holdout
motiongpt,012668,20522608,0.003351,1.1849,4.1054,4.0863,-0.0191,calib
motiongpt,012668,20522609,0.006091,0.647,5.0785,4.874,-0.2045,calib
motiongpt,012668,20522610,0.002781,1.827,2.3908,2.4101,0.0193,calib
motiongpt,012675,20523608,0.005301,0.846,3.8169,3.6954,-0.1215,calib
motiongpt,012675,20523609,0.00119,2.2721,5.2381,5.0764,-0.1617,calib
motiongpt,012675,20523610,0.006519,0.7569,3.9308,3.7802,-0.1505,calib
motiongpt,012691,20524608,0.00171,1.611,1.7316,2.3094,0.5778,holdout
motiongpt,012691,20524609,0.00171,1.611,1.7316,2.3094,0.5778,holdout
motiongpt,012691,20524610,0.001552,1.2674,1.6444,2.5793,0.9349,holdout
motiongpt,012903,20525608,0.002569,2.9558,4.9511,5.043,0.0919,holdout
motiongpt,012903,20525609,0.003568,6.8883,3.8729,4.0172,0.1443,holdout
motiongpt,012903,20525610,0.002516,5.4685,4.1617,4.3593,0.1976,holdout
motiongpt,012956,20526608,0.002647,1.1277,1.9121,1.9017,-0.0103,holdout
motiongpt,012956,20526609,0.002647,1.1277,1.9121,1.9017,-0.0103,holdout
motiongpt,012956,20526610,0.002221,1.409,1.8488,1.8688,0.02,holdout
motiongpt,012981,20527608,0.003312,1.2292,2.1713,2.1632,-0.0082,calib
motiongpt,012981,20527609,0.003312,1.2292,2.1713,2.1632,-0.0082,calib
motiongpt,012981,20527610,0.004392,1.6075,2.5295,2.5103,-0.0192,calib
