gen,sid,seed,foot_skate,path_gain_AFTER_ACTION,mm_orig,mm_corr,dmm,split
mdm,010945,20495609,0.014422,3.219,5.7914,2.3589,-3.4324,holdout
mdm,010945,20495610,0.015491,2.7264,5.7132,2.7011,-3.0121,holdout
mdm,010956,20496608,0.008188,0.1848,2.8338,2.5042,-0.3297,holdout
mdm,010956,20496609,0.008352,0.3011,3.4032,2.639,-0.7642,holdout
mdm,010956,20496610,0.007299,0.1227,2.4425,2.2637,-0.1788,holdout
mdm,011046,20497608,0.007193,3.756,7.897,5.1211,-2.7759,calib
mdm,011046,20497609,0.007871,5.8734,7.5045,3.8689,-3.6356,calib
mdm,011046,20497610,0.006718,4.0764,7.7575,4.5025,-3.255,calib
mdm,011101,20498608,0.006325,1.3392,1.2553,1.1024,-0.1528,calib
mdm,011101,20498609,0.014224,1.946,1.1971,1.0373,-0.1598,calib
mdm,011101,20498610,0.009665,1.0904,1.3819,1.1182,-0.2638,calib
mdm,011223,20499608,0.008216,0.1989,4.9956,4.9953,-0.0003,holdout
mdm,011223,20499609,0.007077,0.0874,1.734,1.6144,-0.1197,holdout
mdm,011223,20499610,0.007871,0.1875,4.9534,4.8227,-0.1307,holdout
mdm,011284,20500608,0.007165,0.5873,3.2186,4.4291,1.2106,holdout
mdm,011284,20500609,0.008338,1.0525,3.3554,5.459,2.1036,holdout
mdm,011284,20500610,0.011566,1.7777,3.532,3.3084,-0.2235,holdout
mdm,011340,20501608,0.007423,0.2806,6.7639,6.6586,-0.1053,holdout
mdm,011340,20501609,0.011299,1.0884,4.8153,3.9856,-0.8297,holdout
mdm,011340,20501610,0.011601,2.1903,5.5974,3.9419,-1.6555,holdout
mdm,011397,20502608,0.019048,4.0364,9.7399,7.8275,-1.9124,holdout
mdm,011397,20502609,0.021398,3.4993,9.2261,7.7733,-1.4527,holdout
mdm,011397,20502610,0.017044,2.8615,9.6986,8.3188,-1.3798,holdout
mdm,011402,20503608,0.019587,5.251,8.3138,5.0402,-3.2737,holdout
mdm,011402,20503609,0.021631,3.6446,8.8391,6.7753,-2.0639,holdout
mdm,011402,20503610,0.019068,3.8869,8.3293,6.0042,-2.3251,holdout
mdm,011643,20504608,0.007734,0.9207,2.7871,3.296,0.509,holdout
mdm,011643,20504609,0.008537,1.2142,2.9992,4.4648,1.4656,holdout
mdm,011643,20504610,0.007532,0.9728,3.4257,4.3175,0.8918,holdout
mdm,011731,20505608,0.009084,0.2339,6.9224,7.3163,0.394,calib
mdm,011731,20505609,0.008022,0.0247,6.5486,6.2443,-0.3043,calib
mdm,011731,20505610,0.008128,0.0232,6.6585,6.3687,-0.2898,calib
mdm,011743,20506608,0.00846,0.2648,3.9138,3.8322,-0.0816,calib
mdm,011743,20506609,0.008135,0.2139,4.6423,3.9325,-0.7097,calib
mdm,011743,20506610,0.027078,2.2605,7.4364,5.6541,-1.7823,calib
mdm,011797,20507608,0.005008,1.2378,3.3218,4.058,0.7362,holdout
mdm,011797,20507609,0.007698,1.2218,3.3694,4.218,0.8486,holdout
mdm,011797,20507610,0.005909,0.7318,3.3423,3.8928,0.5505,holdout
mdm,011805,20508608,0.015538,3.7116,7.415,4.7683,-2.6467,calib
mdm,011805,20508609,0.01825,3.6749,6.6051,2.8799,-3.7253,calib
mdm,011805,20508610,0.015038,3.4152,2.4942,1.4303,-1.0639,calib
mdm,011806,20509608,0.017642,2.3954,1.7831,1.5644,-0.2187,holdout
mdm,011806,20509609,0.014584,2.3571,1.7896,1.4485,-0.3411,holdout
mdm,011806,20509610,0.015019,1.7081,1.7329,1.49,-0.2429,holdout
mdm,011823,20510608,0.008232,0.3225,2.4597,2.5139,0.0541,holdout
mdm,011823,20510609,0.008016,0.1831,1.829,1.6493,-0.1797,holdout
mdm,011823,20510610,0.008534,0.2282,5.4838,4.3821,-1.1017,holdout
mdm,011864,20511608,0.007687,0.1142,3.9058,3.5668,-0.339,calib
mdm,011864,20511609,0.007573,0.1618,5.3264,4.9198,-0.4065,calib
mdm,011864,20511610,0.00791,0.1065,4.1229,3.9096,-0.2133,calib
mdm,012219,20512608,0.010224,1.0267,8.6188,8.8259,0.2071,holdout
mdm,012219,20512609,0.008797,1.1983,9.7525,9.6531,-0.0993,holdout
mdm,012219,20512610,0.006786,0.4787,9.6053,9.6631,0.0579,holdout
mdm,012290,20513608,0.002651,4.5135,9.7992,7.6675,-2.1317,calib
mdm,012290,20513609,0.003631,3.7245,10.0665,8.528,-1.5385,calib
mdm,012290,20513610,0.004921,2.9443,9.8119,8.521,-1.2909,calib
mdm,012355,20514608,0.007852,0.1337,1.7056,1.7501,0.0445,holdout
mdm,012355,20514609,0.00767,0.0794,1.875,1.3723,-0.5027,holdout
mdm,012355,20514610,0.008217,0.054,1.9614,1.4621,-0.4992,holdout
mdm,012388,20515608,0.002059,2.4935,7.2779,6.7516,-0.5264,holdout
mdm,012388,20515609,0.002897,3.1983,5.769,4.7804,-0.9886,holdout
mdm,012388,20515610,0.001027,4.6739,6.7031,5.2384,-1.4646,holdout
mdm,012400,20516608,0.007289,0.0979,3.6168,4.194,0.5772,holdout
mdm,012400,20516609,0.006631,0.2112,2.5437,3.386,0.8423,holdout
mdm,012400,20516610,0.008982,0.4353,0.8451,2.5866,1.7415,holdout
mdm,012423,20517608,0.008929,0.2617,4.8311,4.4103,-0.4207,calib
mdm,012423,20517609,0.008019,0.0463,1.7696,1.9765,0.2069,calib
mdm,012423,20517610,0.007916,0.0591,3.7711,2.925,-0.8462,calib
mdm,012492,20518608,0.007932,0.019,5.8064,5.6878,-0.1186,calib
mdm,012492,20518609,0.008269,0.0192,5.3087,5.1438,-0.1649,calib
mdm,012492,20518610,0.007967,0.023,4.5134,4.2502,-0.2633,calib
mdm,012495,20519608,0.020106,6.6759,2.0718,2.0305,-0.0413,calib
mdm,012495,20519609,0.013375,5.4546,8.4023,7.0966,-1.3057,calib
mdm,012495,20519610,0.042687,6.9359,2.0234,1.738,-0.2854,calib
mdm,012579,20520608,0.005844,0.2176,2.3153,3.3104,0.9951,calib
mdm,012579,20520609,0.008061,0.2757,2.0393,2.7851,0.7459,calib
mdm,012579,20520610,0.007581,0.285,2.0834,3.1198,1.0364,calib
mdm,012595,20521608,0.015389,7.0333,10.4098,4.3492,-6.0606,holdout
mdm,012595,20521609,0.006841,3.2217,7.6901,1.2724,-6.4177,holdout
mdm,012595,20521610,0.004884,5.2842,10.5453,4.2146,-6.3308,holdout
mdm,012668,20522608,0.005606,0.5935,6.2045,4.9563,-1.2482,calib
mdm,012668,20522609,0.007049,0.9557,6.892,6.026,-0.8659,calib
mdm,012668,20522610,0.006384,0.5756,3.2586,2.0575,-1.2011,calib
mdm,012675,20523608,0.018933,3.2378,3.108,3.5147,0.4067,calib
mdm,012675,20523609,0.015988,2.8189,2.8462,3.5435,0.6973,calib
mdm,012675,20523610,0.021816,2.9754,3.65,4.9117,1.2617,calib
mdm,012691,20524608,0.004927,2.8176,8.1106,6.4137,-1.6969,holdout
mdm,012691,20524609,0.003187,3.9263,8.5744,8.4391,-0.1353,holdout
mdm,012691,20524610,0.004858,3.7755,7.2096,3.824,-3.3856,holdout
mdm,012903,20525608,0.00656,0.1552,2.2865,2.2517,-0.0348,holdout
mdm,012903,20525609,0.007859,0.1542,2.3003,2.4847,0.1844,holdout
mdm,012903,20525610,0.004271,0.1197,1.8723,1.8082,-0.0641,holdout
mdm,012956,20526608,0.00496,0.2158,3.6408,3.7249,0.084,holdout
mdm,012956,20526609,0.008299,0.26,3.557,3.5129,-0.0441,holdout
mdm,012956,20526610,0.007702,0.1888,2.71,2.9485,0.2386,holdout
mdm,012981,20527608,0.007243,0.1787,2.9307,2.9662,0.0355,calib
mdm,012981,20527609,0.006785,0.1724,3.8899,3.8715,-0.0184,calib
mdm,012981,20527610,0.008061,0.2014,2.5624,2.6672,0.1048,calib
mdm,012985,20528608,0.002481,2.792,8.5448,4.65,-3.8947,holdout
mdm,012985,20528609,0.0101,0.7961,8.8191,6.8184,-2.0007,holdout
mdm,012985,20528610,0.011129,3.8273,8.2032,1.2201,-6.9831,holdout
mdm,013000,20529608,0.012926,2.5586,7.3408,5.3129,-2.028,holdout
mdm,013000,20529609,0.008172,1.4857,8.2328,6.0251,-2.2077,holdout
mdm,013000,20529610,0.009304,1.303,5.0554,3.0317,-2.0238,holdout
mdm,013004,20530608,0.017086,0.9289,4.3162,3.8318,-0.4844,calib
mdm,013004,20530609,0.013633,0.8365,3.0064,2.7723,-0.2341,calib
mdm,013004,20530610,0.011766,0.984,2.8858,2.4691,-0.4167,calib
mdm,013112,20531608,0.007863,0.1622,3.1229,3.8247,0.7018,holdout
mdm,013112,20531609,0.008098,0.3828,3.0816,3.3962,0.3146,holdout
mdm,013112,20531610,0.007846,0.1514,2.7203,3.3603,0.64,holdout
mdm,013130,20532608,0.032539,6.148,4.0348,3.6947,-0.3401,holdout
mdm,013130,20532609,0.030829,7.1527,3.1531,3.4045,0.2514,holdout
mdm,013130,20532610,0.03519,5.6606,4.7081,3.9947,-0.7134,holdout
mdm,013174,20533608,0.022481,5.986,9.2712,7.4011,-1.8701,holdout
mdm,013174,20533609,0.02709,4.7843,6.6284,4.8128,-1.8156,holdout
mdm,013174,20533610,0.020221,3.4572,6.5014,5.2511,-1.2503,holdout
mdm,013190,20534608,0.015521,4.0254,1.6613,2.0414,0.3801,holdout
mdm,013190,20534609,0.017571,3.3492,5.5015,4.4943,-1.0072,holdout
mdm,013190,20534610,0.014818,3.0231,1.1402,1.4706,0.3304,holdout
mdm,013208,20535608,0.007629,0.8462,2.2894,2.4837,0.1943,calib
mdm,013208,20535609,0.008754,1.0346,3.1927,3.3019,0.1092,calib
mdm,013208,20535610,0.00816,1.3202,2.1849,1.8087,-0.3762,calib
mdm,013222,20536608,0.018947,6.0289,3.1415,3.4175,0.276,calib
mdm,013222,20536609,0.015417,3.7199,2.843,3.0019,0.1589,calib
mdm,013222,20536610,0.011781,2.8748,2.5482,2.6231,0.075,calib
mdm,013253,20537608,0.005355,1.0778,2.8096,2.6555,-0.1541,holdout
mdm,013253,20537609,0.005288,0.9727,6.897,7.1788,0.2817,holdout
mdm,013253,20537610,0.004817,0.9813,4.6919,5.0032,0.3113,holdout
mdm,013419,20538608,0.004686,0.6034,2.4267,3.1521,0.7254,calib
mdm,013419,20538609,0.003725,1.2277,5.67,5.8933,0.2233,calib
mdm,013419,20538610,0.006885,1.4535,3.2173,3.7733,0.556,calib
mdm,013444,20539608,0.007586,0.0601,4.8619,4.7688,-0.0931,calib
mdm,013444,20539609,0.007647,0.1037,5.0629,4.9493,-0.1136,calib
mdm,013444,20539610,0.007081,0.0782,5.5116,5.3955,-0.1161,calib
mdm,013549,20540608,0.007385,0.1075,9.8485,9.8441,-0.0043,calib
mdm,013549,20540609,0.007998,0.0388,9.8036,9.8734,0.0698,calib
mdm,013549,20540610,0.004125,0.0929,9.1267,9.2366,0.1099,calib
mdm,013558,20541608,0.010049,1.6829,6.5541,5.2982,-1.256,holdout
mdm,013558,20541609,0.017713,2.1606,4.7347,3.5208,-1.214,holdout
mdm,013558,20541610,0.00428,1.6965,5.3284,5.3235,-0.005,holdout
mdm,013573,20542608,0.023992,4.1949,8.3758,6.1929,-2.1829,holdout
mdm,013573,20542609,0.018787,3.9781,9.2057,7.2416,-1.9641,holdout
mdm,013573,20542610,0.018307,3.7442,8.7718,6.9783,-1.7934,holdout
mdm,013608,20543608,0.007091,0.1781,5.9415,5.92,-0.0215,holdout
mdm,013608,20543609,0.0068,0.1632,3.6844,3.6907,0.0063,holdout
mdm,013608,20543610,0.007844,0.1017,4.9259,5.0903,0.1643,holdout
mdm,013675,20544608,0.007653,0.0999,2.3071,2.2752,-0.0318,calib
mdm,013675,20544609,0.007898,0.1158,1.3882,1.0032,-0.385,calib
mdm,013675,20544610,0.008189,0.1193,1.5712,1.2214,-0.3499,calib
mdm,013806,20545608,0.017701,3.3485,10.0379,7.1511,-2.8868,holdout
mdm,013806,20545609,0.012956,3.5008,11.2065,7.1802,-4.0264,holdout
mdm,013806,20545610,0.017748,5.0633,9.2219,7.0298,-2.1921,holdout
mdm,013949,20546608,0.00704,0.1073,3.1931,3.0904,-0.1026,holdout
mdm,013949,20546609,0.00642,0.1707,2.746,2.652,-0.0941,holdout
mdm,013949,20546610,0.007411,0.1912,5.3888,5.5152,0.1264,holdout
mdm,014002,20547608,0.009922,0.7825,2.9923,3.3715,0.3792,holdout
mdm,014002,20547609,0.009238,0.7013,3.3294,3.663,0.3336,holdout
mdm,014002,20547610,0.010041,0.667,2.911,3.1807,0.2697,holdout
mdm,014087,20548608,0.005132,2.7476,8.869,7.9955,-0.8735,calib
mdm,014087,20548609,0.002473,2.5308,8.5929,7.8783,-0.7145,calib
mdm,014087,20548610,0.003328,2.5601,5.7015,2.2899,-3.4116,calib
mdm,014171,20549608,0.021544,3.1381,6.9181,4.815,-2.1031,holdout
mdm,014171,20549609,0.02219,4.3441,8.1675,6.1335,-2.034,holdout
mdm,014171,20549610,0.022887,3.2993,7.4857,6.0342,-1.4515,holdout
mdm,014192,20550608,0.02727,4.656,2.6739,3.5554,0.8815,holdout
mdm,014192,20550609,0.019771,4.6123,4.9429,4.8683,-0.0747,holdout
mdm,014192,20550610,0.024434,4.5156,2.5108,3.6106,1.0998,holdout
mdm,014222,20551608,0.009251,0.5798,6.9206,6.7548,-0.1658,calib
mdm,014222,20551609,0.013164,1.8718,5.7982,6.4036,0.6054,calib
mdm,014222,20551610,0.019076,1.5179,6.4868,6.3987,-0.088,calib
mdm,014252,20552608,0.009466,1.4491,5.2793,4.2643,-1.015,calib
mdm,014252,20552609,0.004536,2.5338,5.68,4.5591,-1.1209,calib
mdm,014252,20552610,0.005096,1.62,5.8207,4.0464,-1.7743,calib
mdm,014326,20553608,0.011042,1.6819,5.9174,5.7956,-0.1218,calib
mdm,014326,20553609,0.01436,2.9001,4.9734,5.3632,0.3898,calib
mdm,014326,20553610,0.008628,2.0392,6.2111,6.3265,0.1154,calib
mdm,014347,20554608,0.007948,0.0596,2.3538,2.3484,-0.0053,calib
mdm,014347,20554609,0.007834,0.0675,2.3315,2.3658,0.0343,calib
mdm,014347,20554610,0.007849,0.1029,2.4626,2.4252,-0.0374,calib
mdm,014395,20555608,0.006012,0.7959,4.3627,4.8508,0.4881,holdout
mdm,014395,20555609,0.006979,0.4176,3.8861,4.3947,0.5086,holdout
mdm,014395,20555610,0.009304,0.3457,4.9368,5.2116,0.2748,holdout
mdm,014416,20556608,0.007947,0.2992,2.7468,3.0799,0.3332,holdout
mdm,014416,20556609,0.007665,0.1654,3.2672,3.7128,0.4456,holdout
mdm,014416,20556610,0.007864,0.2894,2.865,3.0997,0.2348,holdout
mdm,014506,20557608,0.008329,6.5442,5.8129,2.619,-3.1939,holdout
mdm,014506,20557609,0.029553,4.7968,3.1299,3.3828,0.2529,holdout
mdm,014506,20557610,0.002829,3.0092,6.9473,6.0792,-0.8681,holdout
mdm,014565,20558608,0.015817,3.1656,7.8471,7.2026,-0.6446,holdout
mdm,014565,20558609,0.02136,3.4388,7.6215,5.769,-1.8525,holdout
mdm,014565,20558610,0.019304,4.2825,7.7161,5.9563,-1.7598,holdout
mdm,014574,20559608,0.024664,4.4197,5.7505,3.8926,-1.8579,calib
mdm,014574,20559609,0.005681,5.2944,7.6482,3.8127,-3.8355,calib
mdm,014574,20559610,0.017806,3.8214,5.7522,4.4881,-1.2641,calib
motiongpt,000021,20260608,0.007794,0.8548,1.9143,2.3446,0.4303,calib
motiongpt,000021,20260609,0.009082,0.8866,1.2542,1.2673,0.0131,calib
motiongpt,000021,20260610,0.008716,0.719,1.8379,2.1421,0.3042,calib
motiongpt,000067,20261608,0.006041,0.875,6.3558,6.1006,-0.2552,holdout
motiongpt,000067,20261609,0.000933,1.0109,4.1797,4.0632,-0.1165,holdout
motiongpt,000067,20261610,0.008358,0.754,2.9469,2.8268,-0.1201,holdout
motiongpt,000073,20262608,0.009249,0.8982,5.7812,5.7736,-0.0076,holdout
motiongpt,000073,20262609,0.009249,0.8982,5.7812,5.7736,-0.0076,holdout
motiongpt,000073,20262610,0.009249,0.8982,5.7812,5.7736,-0.0076,holdout
motiongpt,000153,20263608,0.002683,2.0115,1.9295,1.915,-0.0145,calib
motiongpt,000153,20263609,0.002683,2.0115,1.9295,1.915,-0.0145,calib
motiongpt,000153,20263610,0.005116,1.026,2.4018,1.5223,-0.8795,calib
motiongpt,000160,20264608,0.003189,1.8777,1.7878,1.8686,0.0808,holdout
motiongpt,000160,20264609,0.002343,1.4449,1.6204,1.682,0.0616,holdout
motiongpt,000160,20264610,0.003492,0.9173,2.1694,1.9372,-0.2322,holdout
motiongpt,000246,20265608,0.007111,0.7899,2.1959,3.0316,0.8357,holdout
motiongpt,000246,20265609,0.004228,1.3791,14.0343,14.0684,0.0341,holdout
motiongpt,000246,20265610,0.007161,0.7954,2.1854,3.0899,0.9045,holdout
motiongpt,000265,20266608,0.007839,10.7051,1.763,1.7978,0.0348,calib
motiongpt,000265,20266609,0.005197,14.8609,1.4861,1.4306,-0.0554,calib
motiongpt,000265,20266610,0.004463,12.948,1.3842,1.3599,-0.0243,calib
motiongpt,000299,20267608,0.00726,0.6408,0.6505,0.867,0.2165,calib
motiongpt,000299,20267609,0.00726,0.6408,0.6505,0.867,0.2165,calib
motiongpt,000299,20267610,0.00697,0.6719,0.9002,1.1804,0.2801,calib
motiongpt,000304,20268608,0.00664,0.8658,11.9874,11.9044,-0.0831,holdout
motiongpt,000304,20268609,0.00664,0.8658,11.9874,11.9044,-0.0831,holdout
motiongpt,000304,20268610,0.011236,0.8538,8.9262,8.8679,-0.0583,holdout
motiongpt,000374,20269608,0.004197,0.9367,2.0745,2.2434,0.1689,holdout
motiongpt,000374,20269609,0.004925,0.8783,1.4667,1.8659,0.3992,holdout
motiongpt,000374,20269610,0.004577,0.9281,1.5632,1.765,0.2018,holdout
motiongpt,000419,20270608,0.001839,1.3616,6.2115,6.1586,-0.0529,calib
motiongpt,000419,20270609,0.002248,1.2513,5.2205,5.173,-0.0475,calib
motiongpt,000419,20270610,0.00208,0.8897,3.9336,3.823,-0.1106,calib
motiongpt,000486,20271608,0.010012,0.7307,5.3069,5.1231,-0.1838,holdout
motiongpt,000486,20271609,0.0065,0.86,4.5447,4.904,0.3593,holdout
motiongpt,000486,20271610,0.007775,0.7911,7.0167,6.8913,-0.1254,holdout
motiongpt,000629,20272608,0.011614,0.5753,3.0151,4.1221,1.1071,holdout
motiongpt,000629,20272609,0.002653,1.052,5.626,5.5108,-0.1153,holdout
motiongpt,000629,20272610,0.008686,0.8049,1.1775,1.5066,0.3291,holdout
motiongpt,000633,20273608,0.00214,1.0389,1.2873,1.3106,0.0233,calib
motiongpt,000633,20273609,0.00214,1.0389,1.2873,1.3106,0.0233,calib
motiongpt,000633,20273610,0.00394,1.5138,4.6452,4.6369,-0.0083,calib
motiongpt,000680,20274608,0.002331,1.3462,6.0167,6.0379,0.0212,calib
motiongpt,000680,20274609,0.002205,1.7415,4.9461,4.9155,-0.0305,calib
motiongpt,000680,20274610,0.002654,1.6337,4.5003,4.4805,-0.0198,calib
motiongpt,000687,20275608,0.00866,0.8309,5.9906,5.9782,-0.0124,calib
motiongpt,000687,20275609,0.004869,0.806,5.1396,4.474,-0.6656,calib
motiongpt,000687,20275610,0.0041,0.9645,4.9948,5.1608,0.166,calib
motiongpt,000710,20276608,0.007794,0.7085,4.8048,4.6465,-0.1583,holdout
motiongpt,000710,20276609,0.007742,0.8206,2.7555,2.5689,-0.1866,holdout
motiongpt,000710,20276610,0.007742,0.8206,2.7555,2.5689,-0.1866,holdout
motiongpt,000759,20277608,0.002073,1.3354,6.8715,7.1767,0.3052,calib
motiongpt,000759,20277609,0.007099,0.642,3.7863,4.3844,0.5981,calib
motiongpt,000759,20277610,0.002113,1.2277,7.0327,6.6668,-0.3659,calib
motiongpt,000792,20278608,0.003194,3.1413,3.2814,3.2331,-0.0484,calib
motiongpt,000792,20278609,0.003079,0.9144,11.1013,10.9576,-0.1436,calib
motiongpt,000792,20278610,0.002949,1.5005,1.4831,1.435,-0.0481,calib
motiongpt,000872,20279608,0.005439,0.397,1.4241,2.3876,0.9635,calib
motiongpt,000872,20279609,0.0065,0.44,1.5845,1.8656,0.281,calib
motiongpt,000872,20279610,0.006385,0.4688,1.4445,1.8916,0.4471,calib
motiongpt,000904,20280608,0.012317,0.7618,1.1155,0.9813,-0.1342,holdout
motiongpt,000904,20280609,0.012317,0.7618,1.1155,0.9813,-0.1342,holdout
motiongpt,000904,20280610,0.003145,1.9291,11.368,10.8623,-0.5056,holdout
motiongpt,001152,20281608,0.006279,1.0172,8.9854,8.9351,-0.0503,holdout
motiongpt,001152,20281609,0.004235,1.1596,9.0033,8.9775,-0.0258,holdout
motiongpt,001152,20281610,0.006003,1.4127,9.5677,9.6009,0.0331,holdout
motiongpt,001215,20282608,0.00626,1.0532,3.656,3.7177,0.0617,calib
motiongpt,001215,20282609,0.006173,0.9579,4.8258,4.7656,-0.0603,calib
motiongpt,001215,20282610,0.007454,0.9462,5.2749,4.2552,-1.0197,calib
motiongpt,001225,20283608,0.008452,0.5839,7.0324,6.2284,-0.8041,calib
motiongpt,001225,20283609,0.011265,0.5894,2.7531,4.3265,1.5734,calib
motiongpt,001225,20283610,0.008373,0.76,2.6925,2.8011,0.1086,calib
motiongpt,001249,20284608,0.006069,0.684,4.126,4.7544,0.6283,holdout
motiongpt,001249,20284609,0.006069,0.684,4.126,4.7544,0.6283,holdout
motiongpt,001249,20284610,0.006051,0.6725,4.573,5.239,0.666,holdout
motiongpt,001270,20285608,0.007766,0.8048,8.0459,8.2287,0.1828,holdout
motiongpt,001270,20285609,0.007766,0.8048,8.0459,8.2287,0.1828,holdout
motiongpt,001270,20285610,0.007766,0.8048,8.0459,8.2287,0.1828,holdout
motiongpt,001347,20286608,0.007325,0.8397,1.9913,2.04,0.0487,calib
motiongpt,001347,20286609,0.007288,0.8516,3.5455,3.5604,0.0149,calib
motiongpt,001347,20286610,0.007726,0.8722,2.5022,3.17,0.6678,calib
motiongpt,001349,20287608,0.002145,1.008,4.8413,4.8414,0.0002,calib
motiongpt,001349,20287609,0.007015,0.873,8.7969,7.7771,-1.0199,calib
motiongpt,001349,20287610,0.00464,1.0091,4.7837,4.8624,0.0787,calib
motiongpt,001614,20288608,0.009927,0.6975,1.7617,2.7655,1.0038,holdout
motiongpt,001614,20288609,0.009927,0.6975,1.7617,2.7655,1.0038,holdout
motiongpt,001614,20288610,0.010042,0.7198,1.7928,2.8212,1.0283,holdout
motiongpt,001617,20289608,0.006979,0.8059,2.048,2.243,0.195,holdout
motiongpt,001617,20289609,0.017636,0.6082,5.173,6.0781,0.9051,holdout
motiongpt,001617,20289610,0.006445,0.8423,5.9642,6.215,0.2509,holdout
motiongpt,001723,20290608,0.002959,2.0858,1.2192,1.8305,0.6112,calib
motiongpt,001723,20290609,0.002128,1.7725,1.2795,2.2776,0.9981,calib
motiongpt,001723,20290610,0.002542,1.788,1.0204,1.5036,0.4832,calib
motiongpt,001759,20291608,0.004863,0.9217,5.2591,5.0773,-0.1818,holdout
motiongpt,001759,20291609,0.010452,0.6554,6.1597,6.4344,0.2748,holdout
motiongpt,001759,20291610,0.006032,0.8127,10.3993,10.0911,-0.3082,holdout
motiongpt,001801,20292608,0.002378,2.9668,7.4927,7.5601,0.0673,holdout
motiongpt,001801,20292609,0.005019,1.594,9.9816,9.7634,-0.2182,holdout
motiongpt,001801,20292610,0.002844,4.0645,8.0613,8.043,-0.0183,holdout
motiongpt,001808,20293608,0.002556,1.3422,1.7695,1.8434,0.0739,holdout
motiongpt,001808,20293609,0.002006,1.2748,2.2816,2.3047,0.0231,holdout
motiongpt,001808,20293610,0.002006,1.2748,2.2816,2.3047,0.0231,holdout
motiongpt,001888,20294608,0.009101,0.6097,12.7536,11.4254,-1.3282,holdout
motiongpt,001888,20294609,0.002961,1.066,1.2782,1.1771,-0.1011,holdout
motiongpt,001888,20294610,0.007721,1.2665,3.8398,3.85,0.0102,holdout
motiongpt,001976,20295608,0.004961,0.9013,3.7715,3.6199,-0.1516,holdout
motiongpt,001976,20295609,0.007237,0.8465,4.1936,4.0977,-0.096,holdout
motiongpt,001976,20295610,0.009427,0.7839,2.7946,2.3416,-0.453,holdout
motiongpt,002009,20296608,0.003095,6.6712,7.4119,7.7367,0.3248,calib
motiongpt,002009,20296609,0.003095,6.6712,7.4119,7.7367,0.3248,calib
motiongpt,002009,20296610,0.002926,6.3509,7.3011,7.5187,0.2176,calib
motiongpt,002171,20297608,0.003255,1.6288,1.1934,1.9663,0.7729,calib
motiongpt,002171,20297609,0.005531,0.8019,13.7268,13.0953,-0.6314,calib
motiongpt,002171,20297610,0.003255,1.6288,1.1934,1.9663,0.7729,calib
motiongpt,002192,20298608,0.008121,0.7451,3.003,2.9448,-0.0582,holdout
motiongpt,002192,20298609,0.008637,0.8083,5.219,4.7726,-0.4464,holdout
motiongpt,002192,20298610,0.007736,0.7802,7.437,6.8481,-0.5889,holdout
motiongpt,002235,20299608,0.004949,1.3788,1.9649,2.0709,0.106,calib
motiongpt,002235,20299609,0.004949,1.3788,1.9649,2.0709,0.106,calib
motiongpt,002235,20299610,0.00277,2.9513,1.6212,2.0385,0.4173,calib
motiongpt,002357,20300608,0.00308,0.8732,7.2544,7.1953,-0.0591,calib
motiongpt,002357,20300609,0.00308,0.8732,7.2544,7.1953,-0.0591,calib
motiongpt,002357,20300610,0.00308,0.8732,7.2544,7.1953,-0.0591,calib
motiongpt,002459,20301608,0.004609,1.0346,4.0468,4.0698,0.0229,calib
motiongpt,002459,20301609,0.004328,1.1056,8.6004,8.3808,-0.2197,calib
motiongpt,002459,20301610,0.004609,1.0346,4.0468,4.0698,0.0229,calib
motiongpt,002471,20302608,0.006853,0.6692,2.0487,2.3958,0.3471,calib
motiongpt,002471,20302609,0.006853,0.6692,2.0487,2.3958,0.3471,calib
motiongpt,002471,20302610,0.006853,0.6692,2.0487,2.3958,0.3471,calib
motiongpt,002522,20303608,0.010933,0.755,8.8923,9.3021,0.4097,holdout
motiongpt,002522,20303609,0.014125,0.6001,8.9588,8.7539,-0.2049,holdout
motiongpt,002522,20303610,0.005676,0.9694,10.4636,10.4611,-0.0024,holdout
motiongpt,002597,20304608,0.007203,0.7702,0.9186,1.2923,0.3737,calib
motiongpt,002597,20304609,0.007203,0.7702,0.9186,1.2923,0.3737,calib
motiongpt,002597,20304610,0.007203,0.7702,0.9186,1.2923,0.3737,calib
motiongpt,002606,20305608,0.002398,3.5207,3.7241,3.7632,0.0391,calib
motiongpt,002606,20305609,0.002542,5.5975,3.9316,3.9571,0.0255,calib
motiongpt,002606,20305610,0.002398,3.5207,3.7241,3.7632,0.0391,calib
motiongpt,002609,20306608,0.003827,1.2691,3.0969,3.1243,0.0273,calib
motiongpt,002609,20306609,0.003827,1.2691,3.0969,3.1243,0.0273,calib
motiongpt,002609,20306610,0.010647,0.812,8.7469,8.6017,-0.1453,calib
motiongpt,002635,20307608,0.008425,0.8226,1.9613,2.9727,1.0114,calib
motiongpt,002635,20307609,0.00454,0.7756,6.1652,6.2065,0.0413,calib
motiongpt,002635,20307610,0.006047,1.173,6.0857,6.288,0.2023,calib
motiongpt,002661,20308608,0.003726,1.5821,4.331,3.6103,-0.7207,holdout
motiongpt,002661,20308609,0.007353,1.0806,2.9597,2.8764,-0.0833,holdout
motiongpt,002661,20308610,0.007353,1.0806,2.9597,2.8764,-0.0833,holdout
motiongpt,002741,20309608,0.006348,1.0201,3.2275,3.1984,-0.0292,calib
motiongpt,002741,20309609,0.005125,0.9889,4.747,4.5611,-0.1859,calib
