gen,sid,seed,foot_skate,gait_implied_speed,root_speed_actual,root_gait_mismatch,mismatch_ratio,contact_run_mean,contact_fraction,path_length,straightness,locomotion_intent,n_frames
mdm,004679,20356608,0.008184240501012106,0.00105,0.008334,-0.007284,0.126,196.0,1.0,1.6252,1.0,ambiguous,196
mdm,004679,20356609,0.008041071567433396,0.001007,0.008336,-0.007329,0.121,196.0,1.0,1.6255,1.0,ambiguous,196
mdm,004679,20356610,0.0077951541830403965,0.001115,0.008331,-0.007216,0.134,196.0,1.0,1.6246,1.0,ambiguous,196
mdm,004680,20357608,0.013785205369498843,0.020995,0.009338,0.011657,2.248,20.73,0.8636,1.2232,0.9999,ambiguous,132
mdm,004680,20357609,0.01455713013850879,0.027021,0.009424,0.017597,2.867,14.13,0.803,1.2346,0.9998,ambiguous,132
mdm,004680,20357610,0.012480912692620713,0.016132,0.009197,0.006936,1.754,26.22,0.8939,1.2048,0.9999,ambiguous,132
mdm,004702,20358608,0.017407362172559865,0.037055,0.009508,0.027547,3.897,13.06,0.773,1.4357,0.9976,locomotion,152
mdm,004702,20358609,0.02073590640682796,0.045347,0.009966,0.035381,4.55,10.95,0.6842,1.5049,0.9977,locomotion,152
mdm,004702,20358610,0.018209197713496682,0.03816,0.009633,0.028528,3.961,12.5,0.7401,1.4546,0.9968,locomotion,152
mdm,004724,20359608,0.007941657079310186,0.003473,0.008311,-0.004839,0.418,196.0,1.0,1.6207,0.9999,in_place,196
mdm,004724,20359609,0.00840463895184327,0.006005,0.008337,-0.002332,0.72,196.0,1.0,1.6258,0.9995,in_place,196
mdm,004724,20359610,0.00926240901984338,0.006778,0.008334,-0.001556,0.813,196.0,1.0,1.6252,0.9991,in_place,196
mdm,004733,20360608,0.00681005636958305,0.000707,0.00832,-0.007613,0.085,196.0,1.0,1.6224,1.0,in_place,196
mdm,004733,20360609,0.006572818830208352,0.000971,0.008374,-0.007403,0.116,196.0,1.0,1.633,1.0,in_place,196
mdm,004733,20360610,0.00698442596577778,0.001038,0.008362,-0.007324,0.124,196.0,1.0,1.6305,1.0,in_place,196
mdm,004823,20361608,0.0043503251884779125,0.022663,0.008949,0.013714,2.532,15.5,0.3523,1.1724,0.9954,locomotion,132
mdm,004823,20361609,0.0020812988383877846,0.01491,0.008665,0.006244,1.721,18.0,0.2727,1.1352,0.9996,locomotion,132
mdm,004823,20361610,0.004051681415573707,0.028385,0.008907,0.019478,3.187,11.6,0.2197,1.1668,0.9976,locomotion,132
mdm,004852,20362608,0.005226095280108368,0.028007,0.009687,0.01832,2.891,11.8,0.3352,0.8427,0.9997,locomotion,88
mdm,004852,20362609,0.0030595553213131183,0.011266,0.009275,0.001991,1.215,28.0,0.3182,0.8069,0.9999,locomotion,88
mdm,004852,20362610,0.004185043855646744,0.016175,0.00948,0.006695,1.706,17.25,0.392,0.8248,0.9998,locomotion,88
mdm,004854,20363608,0.013346212088856899,0.019871,0.009192,0.010679,2.162,21.9,0.8555,1.1674,0.9993,locomotion,128
mdm,004854,20363609,0.01761887080591389,0.049226,0.010238,0.038988,4.808,8.78,0.6172,1.3002,0.9971,locomotion,128
mdm,004854,20363610,0.013933163458492112,0.048231,0.009914,0.038317,4.865,10.06,0.6289,1.2591,0.9962,locomotion,128
mdm,004864,20364608,0.014274987647567596,0.020546,0.008197,0.01235,2.507,27.0,0.7788,0.418,0.9972,in_place,52
mdm,004864,20364609,0.011213924179601093,0.018447,0.008305,0.010142,2.221,17.25,0.6635,0.4235,0.9977,in_place,52
mdm,004864,20364610,0.01031641163734257,0.016688,0.008172,0.008516,2.042,26.0,0.75,0.4168,0.9994,in_place,52
mdm,004870,20365608,0.008141801964900348,0.001398,0.008332,-0.006935,0.168,196.0,1.0,1.6248,1.0,ambiguous,196
mdm,004870,20365609,0.007859971932278477,0.005779,0.008333,-0.002554,0.693,196.0,1.0,1.625,0.9998,ambiguous,196
mdm,004870,20365610,0.007594779730887448,0.001627,0.008338,-0.006711,0.195,196.0,1.0,1.6259,1.0,ambiguous,196
mdm,004904,20366608,0.018830260659374744,0.047809,0.009877,0.037932,4.84,10.85,0.6528,1.0569,0.9967,locomotion,108
mdm,004904,20366609,0.014256487121842748,0.032597,0.00952,0.023077,3.424,13.83,0.7685,1.0187,0.9963,locomotion,108
mdm,004904,20366610,0.014717859105761476,0.029084,0.009241,0.019843,3.147,16.4,0.7593,0.9888,0.9966,locomotion,108
mdm,004975,20367608,0.007802590794469993,0.001584,0.008328,-0.006745,0.19,196.0,1.0,1.624,1.0,ambiguous,196
mdm,004975,20367609,0.008958463405006672,0.008733,0.008387,0.000346,1.041,130.33,0.9974,1.6355,0.9992,ambiguous,196
mdm,004975,20367610,0.009691111307703943,0.007384,0.008318,-0.000934,0.888,196.0,1.0,1.6221,0.9991,ambiguous,196
mdm,004983,20368608,0.008056411135266128,0.001489,0.008329,-0.00684,0.179,132.0,1.0,1.0911,1.0,ambiguous,132
mdm,004983,20368609,0.006365021425042521,0.005487,0.008336,-0.002849,0.658,132.0,1.0,1.092,0.9994,ambiguous,132
mdm,004983,20368610,0.00763422648301677,0.002415,0.008331,-0.005916,0.29,132.0,1.0,1.0914,0.9999,ambiguous,132
mdm,005037,20369608,0.01568876762686588,0.028659,0.009141,0.019518,3.135,24.93,0.8903,1.7825,0.9973,locomotion,196
mdm,005037,20369609,0.013714160127869232,0.020977,0.009036,0.011941,2.321,27.69,0.9184,1.762,0.9998,locomotion,196
mdm,005037,20369610,0.012181503926754057,0.026739,0.009283,0.017455,2.88,20.5,0.8367,1.8103,0.9996,locomotion,196
mdm,005048,20370608,0.00655072717230715,0.026309,0.009457,0.016852,2.782,28.0,0.5303,1.2389,0.9997,locomotion,132
mdm,005048,20370609,0.004063920340945818,0.017217,0.009318,0.007899,1.848,19.0,0.4318,1.2207,0.9996,locomotion,132
mdm,005048,20370610,0.015251809410201154,0.037362,0.009482,0.02788,3.94,14.64,0.7765,1.2421,0.9998,locomotion,132
mdm,005084,20371608,0.016906395857877454,0.049045,0.009688,0.039356,5.062,8.17,0.6125,0.3778,0.9998,locomotion,40
mdm,005084,20371609,0.004537457622834826,0.006609,0.00844,-0.001831,0.783,40.0,0.5,0.3292,0.9999,locomotion,40
mdm,005084,20371610,0.013053311146513601,0.036609,0.009733,0.026876,3.761,13.5,0.675,0.3796,0.9996,locomotion,40
mdm,005087,20372608,0.012335658175242268,0.032449,0.009529,0.022921,3.405,15.62,0.744,0.7909,0.9996,locomotion,84
mdm,005087,20372609,0.016491613431751703,0.02925,0.009607,0.019643,3.045,13.3,0.7917,0.7974,0.9991,locomotion,84
mdm,005087,20372610,0.01554360164889166,0.033191,0.009476,0.023716,3.503,13.3,0.7917,0.7865,0.9994,locomotion,84
mdm,005163,20373608,0.01274168458356273,0.015963,0.009112,0.006851,1.752,35.3,0.9005,1.7768,0.9998,ambiguous,196
mdm,005163,20373609,0.011872030237334436,0.084089,0.00924,0.07485,9.101,7.0,0.1964,1.8018,0.9999,ambiguous,196
mdm,005163,20373610,0.0150766497523443,0.027469,0.009325,0.018144,2.946,18.67,0.8571,1.8183,0.9998,ambiguous,196
mdm,005278,20374608,0.014097396692550387,0.034663,0.009327,0.025337,3.717,18.18,0.8065,1.1472,0.9996,locomotion,124
mdm,005278,20374609,0.005017392547250103,0.023133,0.009025,0.014108,2.563,23.5,0.5685,1.1101,0.9998,locomotion,124
mdm,005278,20374610,0.0066499567765156845,0.033661,0.009076,0.024586,3.709,15.17,0.3669,1.1163,0.9998,locomotion,124
mdm,005413,20375608,0.00801531848849973,0.0009,0.00834,-0.00744,0.108,196.0,1.0,1.6262,1.0,ambiguous,196
mdm,005413,20375609,0.008021377622805328,0.000906,0.008345,-0.00744,0.109,196.0,1.0,1.6273,1.0,ambiguous,196
mdm,005413,20375610,0.007995430896176074,0.001034,0.008348,-0.007314,0.124,196.0,1.0,1.6278,1.0,ambiguous,196
mdm,005445,20376608,0.017632159158639506,0.033402,0.009527,0.023875,3.506,13.88,0.7929,1.3242,0.9976,locomotion,140
mdm,005445,20376609,0.02012599619898146,0.039717,0.009645,0.030072,4.118,12.71,0.7714,1.3406,0.9971,locomotion,140
mdm,005445,20376610,0.020391243584177852,0.038764,0.009627,0.029138,4.027,11.53,0.7821,1.3381,0.9961,locomotion,140
mdm,005504,20377608,0.013790558565597506,0.024763,0.009124,0.015638,2.714,17.13,0.7649,1.5237,0.9994,locomotion,168
mdm,005504,20377609,0.009147307999181419,0.030173,0.009479,0.020694,3.183,16.17,0.5774,1.5829,0.9966,locomotion,168
mdm,005504,20377610,0.01961026537363241,0.039121,0.009428,0.029693,4.15,12.85,0.7649,1.5744,0.9985,locomotion,168
mdm,005519,20378608,0.009204052420457217,0.032456,0.009723,0.022733,3.338,13.5,0.6136,0.8459,0.9996,ambiguous,88
mdm,005519,20378609,0.016339892756394754,0.050665,0.010327,0.040338,4.906,11.44,0.5852,0.8985,0.9997,ambiguous,88
mdm,005519,20378610,0.026290796492852046,0.052408,0.010152,0.042257,5.163,8.19,0.7443,0.8832,0.999,ambiguous,88
mdm,005531,20379608,0.0076301751933602275,0.003306,0.008336,-0.00503,0.397,196.0,1.0,1.6255,0.9998,locomotion,196
mdm,005531,20379609,0.006678747294814317,0.004558,0.008325,-0.003767,0.548,196.0,1.0,1.6233,0.9997,locomotion,196
mdm,005531,20379610,0.007625726749120024,0.002296,0.008336,-0.006039,0.275,196.0,1.0,1.6254,0.9999,locomotion,196
mdm,005537,20380608,0.002169976649932373,0.011403,0.008668,0.002735,1.316,21.33,0.2667,1.0314,0.9996,locomotion,120
mdm,005537,20380609,0.0030477965082793806,0.020599,0.008701,0.011898,2.367,20.0,0.25,1.0354,0.9992,locomotion,120
mdm,005537,20380610,0.002540720533789238,0.006017,0.008651,-0.002634,0.696,28.67,0.3583,1.0294,0.9998,locomotion,120
mdm,005589,20381608,0.007977807723855597,0.000648,0.008331,-0.007684,0.078,196.0,1.0,1.6246,1.0,ambiguous,196
mdm,005589,20381609,0.00813802661441738,0.001708,0.00835,-0.006642,0.205,196.0,1.0,1.6282,1.0,ambiguous,196
mdm,005589,20381610,0.007995985595232567,0.001377,0.008342,-0.006966,0.165,196.0,1.0,1.6268,1.0,ambiguous,196
mdm,005676,20382608,0.006828944014418263,0.000892,0.008347,-0.007456,0.107,196.0,1.0,1.6277,1.0,ambiguous,196
mdm,005676,20382609,0.008234373457214287,0.004635,0.008341,-0.003707,0.556,196.0,1.0,1.6266,0.9999,ambiguous,196
mdm,005676,20382610,0.005051787061902136,0.003112,0.008366,-0.005254,0.372,129.33,0.9898,1.6313,0.9999,ambiguous,196
mdm,005712,20383608,0.004762853141857139,0.005286,0.008313,-0.003027,0.636,122.5,0.625,1.6211,1.0,in_place,196
mdm,005712,20383609,0.0049461923500776,0.007472,0.008324,-0.000853,0.898,62.5,0.6378,1.6233,0.9996,in_place,196
mdm,005712,20383610,0.003615110769797899,0.005452,0.008356,-0.002904,0.652,126.5,0.6454,1.6294,1.0,in_place,196
mdm,005751,20384608,0.006555270466674609,0.011697,0.008295,0.003402,1.41,49.0,0.625,1.6175,0.9994,in_place,196
mdm,005751,20384609,0.005804537096421957,0.009491,0.008388,0.001103,1.132,54.5,0.5561,1.6357,0.9992,in_place,196
mdm,005751,20384610,0.006402672150365722,0.008593,0.008285,0.000309,1.037,62.0,0.6327,1.6155,0.9997,in_place,196
mdm,005793,20385608,0.02195682554440485,0.056142,0.008504,0.047639,6.602,9.2,0.5867,1.6582,0.9996,locomotion,196
mdm,005793,20385609,0.02041788363659243,0.061481,0.00835,0.053131,7.363,8.19,0.5638,1.6283,0.9997,locomotion,196
mdm,005793,20385610,0.02095006814420526,0.059552,0.008282,0.05127,7.19,11.28,0.5179,1.6151,0.9998,locomotion,196
mdm,005803,20386608,0.015073815349856497,0.027138,0.009705,0.017433,2.796,19.5,0.7697,0.7279,0.9998,ambiguous,76
mdm,005803,20386609,0.014163538723111426,0.019323,0.009263,0.01006,2.086,19.33,0.7632,0.6948,0.9999,ambiguous,76
mdm,005803,20386610,0.01506807839262777,0.055324,0.010016,0.045307,5.523,12.33,0.4868,0.7512,0.9997,ambiguous,76
mdm,005818,20387608,0.01628719983967824,0.047233,0.009969,0.037264,4.738,14.33,0.6582,1.944,0.9945,locomotion,196
mdm,005818,20387609,0.017138607713566626,0.028502,0.009299,0.019203,3.065,18.28,0.8393,1.8133,0.9947,locomotion,196
mdm,005818,20387610,0.0060530335025829295,0.019748,0.009072,0.010676,2.177,32.33,0.4949,1.769,0.9972,locomotion,196
mdm,005932,20388608,0.012958931263929638,0.012033,0.008346,0.003687,1.442,176.0,1.0,1.4605,0.998,ambiguous,176
mdm,005932,20388609,0.007989064612773704,0.003897,0.008354,-0.004457,0.466,176.0,1.0,1.4619,0.9999,ambiguous,176
mdm,005932,20388610,0.008856172172428609,0.005813,0.008333,-0.002521,0.698,176.0,1.0,1.4583,0.9999,ambiguous,176
mdm,005933,20389608,0.007576345296585445,0.001617,0.008345,-0.006728,0.194,196.0,1.0,1.6272,1.0,ambiguous,196
mdm,005933,20389609,0.007548291482454608,0.000562,0.008335,-0.007773,0.067,196.0,1.0,1.6253,1.0,ambiguous,196
mdm,005933,20389610,0.0065397736598617525,0.000978,0.008345,-0.007367,0.117,196.0,1.0,1.6272,1.0,ambiguous,196
mdm,006014,20390608,0.026114866331338277,0.040614,0.008295,0.032319,4.896,44.5,0.9536,1.1531,0.9971,ambiguous,140
mdm,006014,20390609,0.024450443842507642,0.038293,0.008331,0.029962,4.596,43.83,0.9393,1.1581,0.9972,ambiguous,140
mdm,006014,20390610,0.014554447704876022,0.018757,0.008306,0.010451,2.258,32.25,0.9214,1.1545,0.9974,ambiguous,140
mdm,006033,20391608,0.007265778031564764,0.004161,0.008351,-0.004189,0.498,196.0,1.0,1.6284,0.9996,ambiguous,196
mdm,006033,20391609,0.011105027969953432,0.011907,0.008393,0.003515,1.419,124.33,0.9515,1.6366,0.9986,ambiguous,196
mdm,006033,20391610,0.009587078319441765,0.008728,0.008402,0.000327,1.039,196.0,1.0,1.6383,0.9987,ambiguous,196
mdm,006089,20392608,0.006281211013969254,0.001621,0.00835,-0.006729,0.194,112.0,1.0,0.9269,1.0,in_place,112
mdm,006089,20392609,0.006408498648138636,0.006863,0.008247,-0.001384,0.832,14.14,0.8839,0.9154,0.9999,in_place,112
mdm,006089,20392610,0.004633580311131083,0.001414,0.0083,-0.006887,0.17,112.0,1.0,0.9213,1.0,in_place,112
